milestone,model_num_timesteps,approx_kl,clip_fraction,entropy_loss,explained_variance,policy_gradient_loss,value_loss,learning_rate
50000,50000,0.018052947,0.060771484375,-1.7742213261127473,0.12769126892089844,-0.005645782551728189,0.02340399067848921,0.0004744
100000,100000,0.014259773,0.01427734375,-1.659859651327133,0.8546128273010254,-0.002509065626654774,0.007937049446627497,0.0004488
150000,150000,0.013146006,0.01359375,-1.6605050957202911,0.9748411178588867,-0.0019033876131288707,0.004692979697138071,0.0004104
200000,200000,0.002721648,0.0,-1.5833883500099182,0.9856665730476379,-0.00028183023328892887,0.003086178998928517,0.00038480000000000003
250000,250000,0.0030037577,0.0,-1.5959174406528474,0.9915984272956848,-0.00037801174796186387,0.002465616499539465,0.00034640000000000007
300000,300000,0.010806699,0.030244140625,-1.6290398800373078,0.9897857308387756,-0.002082953795325011,0.0019014238484669477,0.0003208
350000,350000,0.00658831,0.030205078125,-1.5567138862609864,0.98935467004776,-0.0011177332955412567,0.0013646238017827272,0.0002824
400000,400000,0.0013818829,0.0,-1.5705871307849884,0.9899818897247314,-0.00036691327695734797,0.0012105338845867664,0.0002568
450000,450000,0.00733916,0.0134814453125,-1.5859792459011077,0.9891389012336731,-0.0007996941613964737,0.0016549907624721528,0.0002312
500000,500000,0.0024765932,0.0004150390625,-1.582100692987442,0.9941689372062683,-0.0015145470667630434,0.001124359451350756,0.00019280000000000002
550000,550000,0.007410848,0.0188037109375,-1.522419546842575,0.9862859845161438,-0.0024538256810046734,0.0014597605704329908,0.00016720000000000003
600000,600000,0.004514682,0.01037109375,-1.575016632080078,0.9888484477996826,-0.003812412944389507,0.001101234694942832,0.00012880000000000004
650000,650000,0.00815814,0.014833984375,-1.5398875772953033,0.9911549091339111,-0.005692369127646088,0.0009666151774581522,0.00010320000000000001
700000,700000,0.005345418,0.010390625,-1.49657662153244,0.9859636425971985,-0.004206625743536279,0.0007949304435169324,6.480000000000003e-05
750000,750000,0.0017116542,0.0028759765625,-1.494360053539276,0.9845618605613708,-0.002335829279618338,0.0007157268701121211,3.920000000000001e-05
800000,800000,0.00013366746,0.0,-1.500075297355652,0.9861649870872498,-0.00015760803828015923,0.0009771074686432256,8.000000000000229e-07
