sim_time,action,chosen_vid,score_v0,score_v1
1,0,0,4.0,9.0
2,1,1,8.0,4.0
3,0,0,8.0,25.98021592473054
4,1,1,11.0,1.0
5,0,0,10.0,33.980215924730544
6,0,0,12.333333333333334,22.98021592473054
7,0,0,16.666666666666668,31.98021592473054
8,0,0,14.666666666666668,20.980215924730544
9,0,0,5.0,19.980215924730544
10,1,1,23.666666666666668,18.980215924730544
11,1,1,25.666666666666668,17.980215924730548
12,0,0,21.666666666666668,22.0
13,1,1,23.333333333333336,20.98021592473055
14,0,0,22.333333333333336,29.98021592473055
15,0,0,25.666666666666668,28.98021592473055
16,0,0,19.333333333333336,38.0
17,0,0,32.333333333333336,33.0
18,0,0,30.333333333333336,37.0
19,1,1,39.0,35.0
20,1,1,39.0,33.0
21,0,0,37.0,65.61874050387306
22,0,0,41.333333333333336,64.61874050387306
23,1,1,63.4336091866176,38.61874050387305
24,1,1,62.4336091866176,42.61874050387305
25,0,0,40.0,61.61874050387305
26,0,0,37.0,45.618740503873056
27,0,0,39.333333333333336,44.618740503873056
28,1,1,48.0,43.618740503873056
29,0,0,46.0,47.618740503873056
30,1,1,50.333333333333336,46.618740503873056
31,1,1,66.0,45.618740503873056
32,0,0,49.333333333333336,88.0
33,1,1,54.66666666666667,49.0
34,0,0,49.0,54.0
35,1,1,54.333333333333336,51.61874050387306
36,0,0,51.333333333333336,106.0
37,0,0,54.66666666666667,105.0
38,0,0,59.0,103.0
39,0,0,62.333333333333336,103.0
40,0,0,56.0,114.84133236825633
41,0,0,68.0,113.84133236825633
42,0,0,70.33333333333334,112.84133236825633
43,0,0,60.66666666666667,61.84133236825633
44,1,1,113.3403503039515,60.84133236825633
45,1,1,112.34035030395151,109.84133236825633
46,1,1,72.33333333333334,68.84133236825633
47,0,0,71.33333333333334,72.84133236825633
48,1,1,101.0,71.84133236825633
49,1,1,76.66666666666667,70.84133236825633
50,0,0,74.66666666666667,75.0
51,0,0,72.66666666666667,78.0
52,1,1,81.33333333333334,74.0
53,1,1,81.33333333333334,81.0
54,1,1,80.0,77.0
55,1,1,118.69405782232393,89.0
56,0,0,50.0,164.31785963687167
57,0,0,77.0,92.0
58,0,0,79.33333333333334,92.0
59,0,0,55.0,163.0
60,0,0,56.0,92.0
61,0,0,79.33333333333334,91.0
62,0,0,61.5,95.99280565634643
63,0,0,93.66666666666667,94.99280565634643
64,1,1,98.0,93.99280565634643
65,0,0,74.0,177.99280565634643
66,0,0,47.142857142857146,176.99280565634643
67,0,0,49.0,95.99280565634643
68,1,1,145.78038500901388,91.0
69,1,1,106.66666666666667,93.99280565634645
70,0,0,80.5,100.0
71,0,0,67.0,103.0
72,0,0,83.0,101.0
73,0,0,76.5,188.0
74,0,0,114.66666666666667,195.66312465586455
75,0,0,113.66666666666667,186.0
76,0,0,112.33333333333334,184.0
77,0,0,117.0,185.0
78,0,0,80.0,183.0
79,0,0,77.0,184.0
80,0,0,85.0,181.0
81,0,0,82.0,94.0
82,0,0,133.66666666666669,192.13956514857242
83,0,0,141.33333333333334,191.13956514857242
84,1,1,140.33333333333334,100.13956514857243
85,1,1,138.0,99.13956514857243
86,1,1,137.0,108.13956514857243
87,1,1,138.33333333333334,112.13956514857243
88,1,1,138.0,111.13956514857243
89,1,1,137.0,120.13956514857243
90,1,1,136.0,122.0
91,0,0,105.5,238.0
92,0,0,88.0,237.0
93,1,1,140.0,117.0
94,0,0,110.0,122.0
95,0,0,141.33333333333334,246.0
96,0,0,136.0,248.0
