#{"t_start": 1789961801.0631988, "env_id": "None"}
r,l,t
-67823.84527,601,17.895733
-65902.688864,601,34.996487
-71918.629224,601,57.13659
-66370.594149,601,73.47152
-67621.378421,601,95.682511
-65722.057488,601,113.149532
-70084.458126,601,135.449855
-65720.415192,601,152.154889
-65562.340294,601,174.468199
-66061.32199,601,192.28594
-66171.473554,601,214.815212
-66035.868685,601,231.686738
-66230.825565,601,254.217158
-66764.113159,601,272.821853
-72107.803957,601,295.26176
-69708.902642,601,312.266582
-72969.899626,601,329.261478
-65839.88698,601,354.150213
-69207.610419,601,371.686596
-72078.250305,601,395.13111
-71995.953474,601,412.543124
-71275.069452,601,436.358902
-70183.50051,601,453.838684
-71068.721917,601,476.298493
-67131.729073,601,492.814603
-72834.39253,601,515.332975
-70528.402395,601,533.353299
-68809.879881,601,555.916328
-74175.206448,601,572.656432
-72900.401718,601,595.176428
-71869.826724,601,613.159356
-71128.03758,601,635.596478
-72479.628266,601,652.254278
-72543.155564,601,668.848388
-72972.01577,601,693.336008
-72268.69987,601,710.2219
-71788.098262,601,732.89441
-72549.340255,601,749.821225
-65237.340699,601,774.397363
-72570.383233,601,791.29539
-72564.414995,601,813.800497
-71270.958953,601,831.249353
-71984.906227,601,855.842699
-71593.824508,601,873.504146
-73341.792835,601,896.300971
-71019.351995,601,913.611901
-73132.377245,601,937.22867
-73051.983971,601,954.647542
-63394.108337,601,976.984003
-73942.569412,601,993.578773
-73800.54377,601,1010.646136
-72506.379843,601,1034.599754
-72007.116339,601,1051.243841
-72579.381937,601,1073.535639
-70839.972042,601,1090.222852
-72960.960929,601,1114.318503
-73433.425064,601,1131.067856
-72689.888854,601,1153.515318
-74578.314425,601,1170.394432
-70422.071537,601,1194.954675
-73143.703127,601,1211.982786
-73078.048159,601,1234.62125
-73338.522339,601,1251.695595
-72989.020311,601,1276.009534
-73796.768891,601,1293.395692
-73374.095769,601,1310.411995
-70723.428229,601,1333.535719
-73580.018139,601,1352.258129
-73523.630017,601,1375.866766
-72959.841273,601,1392.954228
-73154.652998,601,1415.562333
-73782.182837,601,1432.898129
-74268.599306,601,1456.47068
-72700.499181,601,1472.710693
-74591.980617,601,1494.901592
-67882.169564,601,1512.032637
-72930.619815,601,1536.112544
-74546.822625,601,1552.857687
-74197.145316,601,1575.184186
-73575.190448,601,1592.066059
-72032.965133,601,1616.097444
-72572.872115,601,1632.965539
-74466.024764,601,1649.961344
-72189.874488,601,1672.604289
-73634.621055,601,1691.243116
