sim_time,action,chosen_vid,score_v0,score_v1
1,0,0,4.0,9.0
2,1,1,8.0,4.0
3,0,0,8.0,24.640079405184355
4,1,1,11.0,1.0
5,0,0,10.0,32.64007940518435
6,0,0,12.333333333333334,31.640079405184352
7,0,0,16.666666666666668,30.640079405184355
8,0,0,14.666666666666668,29.640079405184355
9,0,0,5.0,18.64007940518436
10,1,1,23.666666666666668,17.64007940518436
11,1,1,19.0,16.64007940518436
12,0,0,21.666666666666668,22.0
13,1,1,23.333333333333336,19.640079405184363
14,0,0,22.333333333333336,24.0
15,1,1,25.666666666666668,23.0
16,0,0,19.333333333333336,48.0
17,1,1,29.0,28.0
18,0,0,27.0,57.0
19,0,0,32.333333333333336,55.0
20,0,0,35.66666666666667,53.0
21,1,1,33.66666666666667,32.0
22,1,1,38.160186602126295,36.0
23,0,0,31.333333333333336,83.35391948391673
24,0,0,33.66666666666667,82.35391948391674
25,0,0,40.0,61.353919483916734
26,0,0,37.0,80.35391948391674
27,0,0,39.333333333333336,79.35391948391674
28,0,0,48.0,78.35391948391674
29,1,1,46.0,42.35391948391674
30,1,1,50.333333333333336,46.35391948391674
31,0,0,47.66666666666667,75.35391948391674
32,1,1,49.333333333333336,48.0
33,1,1,48.0,44.0
34,0,0,49.0,49.0
35,1,1,54.333333333333336,46.35391948391675
36,0,0,51.333333333333336,61.0
37,0,0,54.66666666666667,60.0
38,0,0,59.0,116.0950570106895
39,0,0,62.333333333333336,115.0950570106895
40,0,0,56.0,108.0
41,0,0,68.0,107.0
42,0,0,70.33333333333334,105.0
43,1,1,93.59406158535825,58.0
44,1,1,74.26072825202492,62.0
45,1,1,70.33333333333334,54.0
46,0,0,69.0,70.0
47,1,1,71.33333333333334,69.0
48,0,0,66.0,150.30756489638105
49,0,0,60.0,149.30756489638108
50,0,0,74.66666666666667,78.30756489638107
51,0,0,72.66666666666667,73.0
52,1,1,84.66666666666667,76.30756489638107
53,0,0,65.5,76.0
54,1,1,120.0,79.30756489638108
55,0,0,121.20191969515182,149.0
56,1,1,86.66666666666667,82.30756489638108
57,0,0,122.0,157.0
58,0,0,126.0,157.0
59,0,0,59.0,83.0
60,0,0,94.66666666666667,157.0
61,0,0,89.33333333333334,156.0
62,0,0,66.5,158.0
63,0,0,100.33333333333334,157.0
64,0,0,98.0,156.0
65,0,0,57.333333333333336,166.03360097445363
66,0,0,51.42857142857143,165.03360097445363
67,0,0,53.28571428571429,164.03360097445363
68,0,0,105.0,163.03360097445363
69,0,0,116.66666666666667,162.03360097445363
70,0,0,90.5,161.03360097445363
71,1,1,92.0,85.03360097445365
72,1,1,124.66666666666667,84.03360097445365
73,0,0,86.5,93.03360097445365
74,1,1,95.5,87.03360097445365
75,0,0,94.5,96.03360097445365
76,0,0,65.66666666666667,95.03360097445366
77,0,0,77.0,90.0
78,1,1,130.0,93.03360097445366
79,1,1,127.0,94.0
80,0,0,63.85714285714286,96.03360097445366
81,1,1,131.33333333333334,99.0
82,0,0,130.33333333333334,195.0
83,0,0,134.66666666666669,203.37941806378566
84,0,0,133.66666666666669,197.0
85,0,0,105.5,194.0
86,0,0,109.5,195.0
87,1,1,211.3915940164071,196.0
88,0,0,76.33333333333334,205.46958850030063
89,0,0,147.0,214.46958850030063
90,0,0,149.33333333333334,213.46958850030063
91,1,1,118.0,112.46958850030065
92,1,1,118.0,116.46958850030065
93,0,0,146.66666666666669,210.46958850030066
94,0,0,150.0,209.46958850030066
95,1,1,218.0,118.46958850030065
