#{"t_start": 1789913940.4710755, "env_id": "None"}
r,l,t
-33145.542826,601,34.394678
-36881.201871,601,40.32095
-31366.331834,601,47.98204
-38255.633331,601,54.664712
-35219.92414,601,62.47472
-33831.657226,601,68.455847
-32643.280172,601,74.70019
-31806.431034,601,80.279198
-33921.607037,601,87.702929
-34116.184852,601,93.182442
-33624.172901,601,100.56344
-34246.034236,601,105.915442
-36675.802103,601,112.686349
-31318.653996,601,118.24464
-32048.322782,601,125.419987
-36404.357909,601,131.025686
-35812.435999,601,136.035177
-32153.63377,601,146.699033
-32242.504609,601,168.005222
-34565.729863,601,184.336965
-35230.652935,601,198.824907
-34827.526502,601,214.777738
-36224.840627,601,234.890438
-38967.164798,601,258.753222
-37119.0072,601,276.091295
-36514.190734,601,299.645303
-36851.730878,601,320.815841
-36605.498969,601,344.244555
-40098.195968,601,355.079887
-35458.610443,601,378.715622
-35920.078288,601,397.370764
-37171.920109,601,420.845636
-35574.508902,601,439.249112
-36637.033944,601,457.576944
-35869.570195,601,481.389878
-36878.918254,601,501.408709
-37357.916879,601,525.190186
-36301.577779,601,543.346775
-37825.432188,601,568.862268
-37194.564143,601,590.296355
-36673.336481,601,615.642112
-35661.832656,601,635.688231
-36979.702877,601,661.007593
-37570.642238,601,681.783446
-35024.010011,601,706.284456
-35052.217436,601,724.983315
-34650.142302,601,749.498136
-34678.231753,601,769.986202
-35700.840441,601,794.21128
-35569.599071,601,812.248219
-33950.274334,601,830.172184
-34503.926117,601,854.197925
-33447.741052,601,873.513677
