#{"t_start": 1789913954.1415749, "env_id": "None"}
r,l,t
-33040.823152,601,20.726178
-33802.626676,601,26.651453
-32422.664763,601,34.311541
-31063.728519,601,40.994213
-37083.493811,601,48.80322
-36372.288133,601,54.786329
-34257.498969,601,61.030614
-37796.830425,601,66.608698
-33878.151762,601,74.03343
-34503.196803,601,79.512941
-34392.318156,601,86.893939
-32863.534178,601,92.245941
-32684.680185,601,99.01585
-34322.853496,601,104.575139
-32375.774071,601,111.750486
-33490.42029,601,117.357189
-33403.381891,601,122.365676
-36613.137852,601,133.030533
-34586.071095,601,154.331478
-34719.732848,601,170.667467
-34035.754157,601,185.155404
-37419.211306,601,201.108249
-34327.342649,601,221.217934
-33862.208517,601,245.083727
-37869.512835,601,262.422791
-36987.228296,601,285.976807
-35967.279212,601,307.147371
-37521.415371,601,330.575054
-37546.985862,601,341.409388
-35866.702137,601,365.046129
-37718.736902,601,383.70127
-37355.564118,601,407.176146
-36556.285494,601,425.581611
-37291.15189,601,443.906444
-35311.601353,601,467.720383
-37626.50351,601,487.73821
-34950.516946,601,511.520693
-37752.867214,601,529.677281
-34571.80579,601,555.192774
-34928.981249,601,576.627856
-35851.723075,601,601.972615
-35716.096217,601,622.016729
-36128.930216,601,647.341234
-36139.398645,601,668.112947
-36015.891072,601,692.614961
-35619.863764,601,711.31181
-37111.871992,601,735.827636
-36429.468199,601,756.315703
-35094.258707,601,780.541781
-34113.556232,601,798.58071
-33743.010068,601,816.502684
-34452.988101,601,840.527425
-35044.817438,601,859.844182
