#{"t_start": 1789913958.0989716, "env_id": "None"}
r,l,t
-34296.290573,601,16.768781
-35090.064707,601,22.694056
-32577.440362,601,30.354144
-32475.137237,601,37.035815
-32779.780794,601,44.847823
-33525.046217,601,50.82795
-33514.297348,601,57.073218
-34862.663916,601,62.652302
-37663.867458,601,70.076033
-33449.490957,601,75.555544
-35414.410809,601,82.936543
-36244.312146,601,88.288544
-30668.203444,601,95.058453
-33877.449936,601,100.617742
-33020.686845,601,107.793089
-37243.735664,601,113.398788
-33647.45664,601,118.408279
-35284.55631,601,129.074136
-34208.0423,601,150.376083
-35561.073553,601,166.710071
-34091.914437,601,181.198008
-32259.511508,601,197.150852
-35461.009743,601,217.263561
-37051.972386,601,241.127326
-34487.451149,601,258.465394
-34477.342411,601,282.020414
-36270.299288,601,303.189975
-34002.331013,601,326.617657
-37317.733482,601,337.452991
-36477.468337,601,361.088732
-39068.580075,601,379.743874
-38475.58656,601,403.219746
-37628.216257,601,421.624214
-38583.510159,601,439.949048
-37977.460152,601,463.762986
-37770.705664,601,483.780813
-37763.850455,601,507.563296
-37489.768014,601,525.720884
-37695.761972,601,551.238368
-36368.990626,601,572.669459
-35174.978284,601,598.015218
-34918.150504,601,618.061333
-34592.174454,601,643.384834
-35638.415712,601,664.15555
-35161.012575,601,688.657564
-34500.105843,601,707.356419
-34803.652457,601,731.87024
-34688.044695,601,752.360303
-35535.255871,601,776.583384
-33886.957302,601,794.621313
-35911.945311,601,812.545287
-35523.896529,601,836.571024
-34374.794465,601,855.886786
