#{"t_start": 1789913962.0538807, "env_id": "None"}
r,l,t
-32558.837366,601,12.813872
-34724.320211,601,18.739147
-33795.807375,601,26.399235
-34452.601496,601,33.081907
-34714.819308,601,40.891914
-33212.974544,601,46.874023
-37337.233087,601,53.118309
-32407.602725,601,58.697392
-33079.376503,601,66.120124
-35592.634915,601,71.600635
-33982.634469,601,78.981633
-33795.383567,601,84.333635
-33101.908409,601,91.103544
-33038.664026,601,96.661834
-32892.611091,601,103.83818
-34647.099947,601,109.443879
-31700.578976,601,114.45337
-32808.90537,601,125.119227
-33303.29982,601,146.421174
-34796.983373,601,162.755162
-32880.127439,601,177.243098
-34557.074726,601,193.195943
-36686.761284,601,213.308652
-31497.62389,601,237.172417
-36334.460112,601,254.510485
-37010.242739,601,278.064501
-35682.73428,601,299.236044
-37758.046006,601,322.662748
-35749.22257,601,333.498082
-35826.792885,601,357.136815
-34085.411628,601,375.788965
-38518.864808,601,399.264837
-36588.634046,601,417.669305
-35487.0106,601,435.995138
-38000.034364,601,459.808077
-38336.715731,601,479.825904
-37047.447895,601,503.608387
-38294.350002,601,521.765975
-38307.351707,601,547.283459
-36352.242853,601,568.718549
-36106.164877,601,594.060309
-34794.755666,601,614.107424
-35600.404607,601,639.430923
-36410.084299,601,660.201641
-34237.772616,601,684.703002
-34575.307471,601,703.402509
-33683.328882,601,727.918329
-36615.448383,601,748.404398
-35527.77865,601,772.628475
-33467.950907,601,790.666404
-34370.577318,601,808.590378
-35335.213989,601,832.615119
-35163.739505,601,851.931876
