#{"t_start": 1789913969.9020607, "env_id": "None"}
r,l,t
-32650.467079,601,4.965692
-32384.15628,601,10.890967
-31913.260451,601,18.551055
-36465.77607,601,25.232726
-32809.206346,601,33.042734
-33346.008088,601,39.025843
-35095.07209,601,45.269205
-32812.911462,601,50.848212
-34517.617792,601,58.271944
-35551.036837,601,63.752455
-36312.818618,601,71.132454
-32003.394337,601,76.484457
-34918.54385,601,83.255364
-33662.591509,601,88.814653
-33802.640215,601,95.99
-32513.630158,601,101.596703
-31893.010844,601,106.60519
-33134.053278,601,117.272047
-32465.336494,601,138.574236
-32243.955444,601,154.907988
-32659.455342,601,169.393922
-33492.512516,601,185.347763
-34453.928925,601,205.462455
-34042.771625,601,229.323241
-37043.483116,601,246.66131
-34597.921077,601,270.217325
-38041.335855,601,291.387864
-37098.097784,601,314.814568
-36354.545868,601,325.650903
-34985.416713,601,349.289637
-37703.113012,601,367.94178
-38081.729287,601,391.416656
-33812.220882,601,409.822127
-37402.366782,601,428.148961
-36980.430451,601,451.961891
-38716.710759,601,471.980725
-37982.792804,601,495.760207
-37424.21621,601,513.917795
-37227.424851,601,539.437281
-36470.431668,601,560.870369
-37872.880266,601,586.212129
-35755.309769,601,606.260242
-34792.90768,601,631.582743
-36955.758838,601,652.354454
-34116.649163,601,676.854822
-33476.561312,601,695.55333
-35424.569311,601,720.072147
-34197.905539,601,740.556218
-33662.340111,601,764.780295
-34238.763226,601,782.818224
-33939.528393,601,800.743199
-35304.077154,601,824.767935
-34057.946422,601,844.086692
