#{"t_start": 1789913952.1768103, "env_id": "None"}
r,l,t
-35502.752161,601,22.689944
-34565.014705,601,28.615215
-39376.753877,601,36.276305
-33831.684104,601,42.958978
-34057.777214,601,50.768985
-32869.220103,601,56.750112
-33615.321633,601,62.994455
-35034.963123,601,68.574463
-34482.780757,601,75.998194
-32738.264764,601,81.476707
-32556.616956,601,88.859706
-32468.154891,601,94.210706
-36500.035358,601,100.980615
-35078.64899,601,106.539903
-32069.573685,601,113.71525
-32832.666736,601,119.321953
-32940.98352,601,124.329443
-34481.955788,601,134.992298
-35761.594423,601,156.297242
-33743.008285,601,172.63123
-36289.710569,601,187.119172
-32768.878798,601,203.072003
-34728.609911,601,223.182698
-34807.735511,601,247.048491
-33920.398305,601,264.387555
-36775.137691,601,287.941571
-36614.212355,601,309.111117
-36181.443971,601,332.538821
-35791.923512,601,343.374153
-37987.273793,601,367.010894
-38057.854255,601,385.666035
-37307.573489,601,409.140911
-38068.359082,601,427.541376
-36570.874676,601,445.871209
-34998.773153,601,469.684143
-38979.668604,601,489.702975
-36040.043784,601,513.485457
-35977.707205,601,531.642045
-37254.804506,601,557.157539
-35835.921686,601,578.59062
-36412.78763,601,603.936377
-34580.67076,601,623.982496
-36967.424673,601,649.305999
-34176.290243,601,670.077711
-35687.033264,601,694.579726
-35597.92355,601,713.27758
-35410.257581,601,737.7914
-34068.185418,601,758.280468
-35488.854176,601,782.505546
-34844.344142,601,800.542484
-34950.794581,601,818.467448
-34591.027963,601,842.49219
-35241.148319,601,861.807943
