#{"t_start": 1789913950.2206821, "env_id": "None"}
r,l,t
-33455.383771,601,24.646072
-33149.629541,601,30.571343
-33274.726542,601,38.232433
-33922.103183,601,44.915106
-33696.278414,601,52.725113
-32125.289688,601,58.707221
-33415.097191,601,64.950583
-33806.288064,601,70.530591
-31180.331218,601,77.954323
-33484.210077,601,83.432835
-31473.716541,601,90.814832
-32785.365459,601,96.165836
-37178.459128,601,102.936743
-33807.906339,601,108.496031
-31599.862392,601,115.671379
-32310.890012,601,121.278081
-33583.133793,601,126.285571
-32836.734739,601,136.949426
-35991.862249,601,158.252371
-35378.104934,601,174.589367
-33646.758393,601,189.0753
-32413.03186,601,205.028131
-36110.565791,601,225.138826
-34289.743399,601,249.005615
-35729.628951,601,266.342688
-37203.055779,601,289.897699
-38664.247868,601,311.067245
-35632.922473,601,334.495946
-38136.845838,601,345.330281
-37057.887935,601,368.967022
-36284.140739,601,387.622163
-38902.612256,601,411.097039
-38005.430086,601,429.499506
-37533.384252,601,447.829337
-37952.049175,601,471.640271
-36928.624255,601,491.659103
-37059.91757,601,515.441585
-36471.151772,601,533.598174
-37482.056049,601,559.112662
-36062.654582,601,580.547749
-34474.463286,601,605.892505
-34482.65637,601,625.938624
-36253.107097,601,651.258595
-37022.443926,601,672.033839
-36440.093258,601,696.53485
-34959.470346,601,715.232702
-34033.17264,601,739.747528
-35244.792932,601,760.235591
-34465.622955,601,784.460687
-34486.749357,601,802.499603
-34407.514465,601,820.423577
-34364.511087,601,844.448318
-35615.161546,601,863.764071
