#{"t_start": 1789913946.3350773, "env_id": "None"}
r,l,t
-34697.992971,601,28.531677
-34458.932337,601,34.456948
-33307.060023,601,42.118038
-34723.279993,601,48.79971
-36137.958018,601,56.609718
-32903.319176,601,62.592826
-33660.743894,601,68.836188
-35965.83176,601,74.415196
-32575.301426,601,81.839927
-35226.864696,601,87.31844
-35367.678376,601,94.699438
-30671.135286,601,100.051441
-32657.120241,601,106.822348
-33799.876519,601,112.381636
-34227.972585,601,119.556983
-30058.414493,601,125.163686
-32944.223174,601,130.171176
-34142.156491,601,140.834031
-34200.246134,601,162.137976
-32483.85662,601,178.473965
-34660.040828,601,192.960905
-34541.798891,601,208.913736
-35930.581616,601,229.024431
-36007.308374,601,252.890224
-38301.297819,601,270.228293
-35806.414244,601,293.783304
-35950.884438,601,314.953869
-34854.225506,601,338.380553
-35747.76423,601,349.215886
-38541.295691,601,372.85162
-38842.8914,601,391.507768
-36099.285924,601,414.981634
-39824.087628,601,433.383109
-34370.228428,601,451.713942
-37076.57371,601,475.525876
-35448.034048,601,495.544708
-37431.553011,601,519.32719
-35748.348356,601,537.483778
-37396.88918,601,563.00027
-35762.289174,601,584.432353
-35427.341504,601,609.77811
-34727.993831,601,629.823227
-36140.064871,601,655.144712
-36207.586445,601,675.919444
-35653.11495,601,700.420455
-34729.452423,601,719.119313
-37018.526952,601,743.634134
-33283.178405,601,764.123202
-35909.299245,601,788.346292
-35810.573878,601,806.384217
-33540.04637,601,824.310182
-34714.049641,601,848.332904
-33634.928159,601,867.649676
