#{"t_start": 1789913967.9425974, "env_id": "None"}
r,l,t
-33217.180507,601,6.925156
-33692.410493,601,12.85043
-32902.477598,601,20.510518
-33593.420039,601,27.192189
-31541.908931,601,35.003198
-32621.682886,601,40.985306
-34297.093397,601,47.229592
-31777.206309,601,52.808676
-33034.149414,601,60.231407
-34034.486712,601,65.711918
-34178.513641,601,73.091918
-35101.810824,601,78.443921
-34992.383069,601,85.214828
-34020.933653,601,90.773118
-30126.871435,601,97.949463
-32830.642691,601,103.555163
-33453.10404,601,108.564653
-35021.262079,601,119.23151
-34158.361402,601,140.5337
-33482.99622,601,156.867452
-31757.20873,601,171.354382
-34062.845883,601,187.307227
-35056.654317,601,207.420913
-37135.559245,601,231.282704
-34537.45296,601,248.624767
-37463.037543,601,272.176788
-39711.685058,601,293.347327
-36701.295347,601,316.774031
-36940.449478,601,327.609365
-36969.621798,601,351.248098
-35593.841738,601,369.900248
-37252.145856,601,393.37612
-34033.495576,601,411.781591
-37500.941837,601,430.106422
-39388.878448,601,453.91936
-36124.834053,601,473.940188
-34732.33972,601,497.71967
-38549.954258,601,515.877258
-38095.658788,601,541.396744
-37084.098168,601,562.830833
-38800.050438,601,588.171592
-36717.936095,601,608.218708
-36645.27427,601,633.542207
-35236.82413,601,654.312924
-35578.780315,601,678.814797
-35086.42735,601,697.513793
-34899.775262,601,722.030615
-34419.403072,601,742.515682
-35630.353126,601,766.740758
-35382.689065,601,784.777688
-34931.152149,601,802.701661
-34666.425978,601,826.727398
-34024.800696,601,846.04316
