#{"t_start": 1789913956.1125405, "env_id": "None"}
r,l,t
-34699.733486,601,18.755213
-35344.293256,601,24.680487
-32994.735431,601,32.340575
-32270.212474,601,39.023247
-32388.669747,601,46.833255
-34713.840176,601,52.815363
-30843.557017,601,59.059649
-35370.603536,601,64.638733
-35684.536684,601,72.062464
-36651.837161,601,77.541975
-34168.619298,601,84.922974
-31678.456521,601,90.274976
-32352.272174,601,97.044884
-32103.518885,601,102.604173
-31175.853611,601,109.77952
-33420.10254,601,115.386223
-34015.219088,601,120.39471
-33061.419424,601,131.060567
-34616.085673,601,152.360513
-32792.911691,601,168.696502
-33799.210989,601,183.184439
-33980.250589,601,199.137284
-35326.002819,601,219.247969
-35979.59647,601,243.112761
-36937.37647,601,260.451825
-38304.35162,601,284.005841
-36217.801455,601,305.175387
-35868.073112,601,328.604088
-38595.928646,601,339.438422
-39111.224729,601,363.076162
-35990.775643,601,381.730305
-38230.511442,601,405.204171
-38193.05999,601,423.610646
-38626.271754,601,441.935479
-37481.547758,601,465.749417
-39293.24162,601,485.767244
-37931.03672,601,509.549727
-36324.727548,601,527.707315
-38728.78789,601,553.222807
-36283.173332,601,574.65589
-36091.775886,601,600.000647
-38587.473221,601,620.047764
-36723.46603,601,645.371265
-35941.382456,601,666.141981
-37202.27426,601,690.642992
-33852.749754,601,709.34185
-34252.401903,601,733.859669
-35168.641299,601,754.344737
-35016.114794,601,778.570815
-33102.938672,601,796.607744
-35027.110012,601,814.534725
-34917.785967,601,838.557455
-35054.534053,601,857.872212
