#{"t_start": 1789913948.2746315, "env_id": "None"}
r,l,t
-34249.848208,601,26.592123
-33887.025395,601,32.517394
-35434.925117,601,40.177487
-29945.923596,601,46.861156
-33374.452153,601,54.671164
-37796.458931,601,60.652291
-35656.588104,601,66.897558
-33162.697648,601,72.476642
-32238.603587,601,79.900373
-33309.041329,601,85.378886
-34399.233706,601,92.760883
-33480.32713,601,98.111887
-31952.274718,601,104.882793
-32409.986122,601,110.442082
-33116.347559,601,117.617429
-32478.85706,601,123.224132
-34428.062175,601,128.231622
-33226.029381,601,138.894477
-33305.159731,601,160.198422
-36760.435098,601,176.534411
-34061.658046,601,191.021351
-34800.141636,601,206.974182
-32338.207266,601,227.084877
-34467.213126,601,250.95067
-35447.446327,601,268.288739
-34582.01713,601,291.84375
-37984.70518,601,313.012285
-36906.630899,601,336.441997
-37131.625493,601,347.276331
-37369.906673,601,370.913072
-36372.667916,601,389.567209
-37576.887646,601,413.044086
-38586.562809,601,431.443555
-38283.520833,601,449.773388
-36121.253716,601,473.586322
-36330.673199,601,493.605153
-38888.002469,601,517.388633
-36461.659722,601,535.544224
-38118.892249,601,561.058712
-37050.880443,601,582.493799
-35109.387629,601,607.838556
-37286.951219,601,627.885673
-34519.358368,601,653.205158
-35106.072858,601,673.98089
-35040.270807,601,698.480901
-35972.423739,601,717.178753
-34584.655807,601,741.69458
-35181.612478,601,762.182646
-35871.509061,601,786.406738
-34215.073214,601,804.444663
-33390.989316,601,822.369627
-33182.003449,601,846.39335
-34328.472238,601,865.710121
