stage,method,method_name,topology,train_step,n_eval_seeds,ATT_mean,ATT_std,AWT_mean,AWT_std,AGT_access_mean,AGT_access_std,AFT_mean,AFT_std,completion_rate_mean,completion_rate_std,backlog_mean,backlog_std,system_person_minutes_per_passenger_mean,system_person_minutes_per_passenger_std,travel_p90_mean,travel_p90_std,policy_entropy_normalized_mean,policy_entropy_normalized_std,mean_policy_max_prob_mean,mean_policy_max_prob_std,action_0_share_mean,action_1_share_mean,action_2_share_mean,action_3_share_mean,action_4_share_mean,action_5_share_mean,SPF_Jsys_per_passenger,gap_vs_SPF_pct,STTF_Jsys_per_passenger,gap_vs_STTF_pct,QTTI2_Jsys_per_passenger,gap_vs_QTTI2_pct,best_rule_name,best_rule_Jsys_per_passenger,gap_vs_best_rule_pct
J0,M2,SHARED_UQ,T2,50000,3,69.12626262626263,0.0,42.54040404040404,0.0,6.858585858585859,0.0,19.828282828282827,0.0,0.66,0.0,102.0,0.0,177.8166666666667,2.842170943040401e-14,87.0,0.0,0.9845460694782107,0.0,0.21899508983640623,0.0,0.47088186356073214,0.013311148086522463,0.1996672212978369,0.06821963394342762,0.008319467554076539,0.23960066555740434,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M2,SHARED_UQ,T2,100000,3,52.51724137931034,0.0,24.32758620689655,0.0,7.431034482758622,8.881784197001252e-16,21.275862068965516,0.0,0.19333333333333333,0.0,242.0,0.0,361.1333333333334,5.684341886080802e-14,97.90000000000015,0.0,0.9657678711570922,0.0,0.2668060831440467,0.0,0.011647254575707153,0.03494176372712146,0.009983361064891847,0.08485856905158069,0.7387687188019966,0.11980033277870217,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M2,SHARED_UQ,T2,150000,3,81.02702702702703,0.0,52.2972972972973,0.0,7.756756756756757,0.0,21.486486486486488,0.0,0.36999999999999994,5.551115123125783e-17,189.0,0.0,302.54,0.0,248.0,0.0,0.9345270657171431,0.0,0.2932686342574197,0.0,0.014975041597337771,0.18968386023294506,0.03494176372712146,0.07487520798668885,0.5374376039933444,0.1480865224625624,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M2,SHARED_UQ,T2,200000,3,72.26086956521739,0.0,43.24347826086957,7.105427357601002e-15,7.817391304347826,0.0,21.782608695652176,0.0,0.38333333333333336,0.0,185.0,0.0,298.88666666666666,0.0,275.0,0.0,0.9020750219481636,0.0,0.33747097859763464,0.0,0.03161397670549085,0.5690515806988353,0.024958402662229612,0.086522462562396,0.16971713810316139,0.11813643926788686,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M2,SHARED_UQ,T2,250000,3,82.19658119658119,0.0,53.05128205128205,0.0,8.034188034188034,0.0,21.735042735042736,0.0,0.38999999999999996,5.551115123125783e-17,183.0,0.0,295.99333333333334,0.0,293.4,0.0,0.8457943372225535,0.0,0.36519737831764737,5.551115123125783e-17,0.029950083194675542,0.18968386023294506,0.026622296173044926,0.11813643926788686,0.5241264559068219,0.11148086522462562,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M2,SHARED_UQ,T2,300000,3,64.26923076923077,0.0,35.02307692307692,0.0,7.9461538461538455,8.881784197001252e-16,21.923076923076923,0.0,0.43333333333333335,0.0,170.0,0.0,266.18333333333334,0.0,162.20000000000002,0.0,0.8691999260085711,0.0,0.33983506130894486,0.0,0.44093178036605657,0.1281198003327787,0.04159733777038269,0.15307820299500832,0.18635607321131445,0.049916805324459225,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M2,SHARED_UQ,T2,350000,3,72.34920634920636,0.0,43.51587301587302,0.0,7.658730158730159,0.0,21.761904761904763,0.0,0.42,0.0,174.0,0.0,272.8833333333333,0.0,216.5,0.0,0.8417528972617138,1.1102230246251565e-16,0.3776238641256897,0.0,0.06821963394342762,0.1281198003327787,0.043261231281198,0.5041597337770383,0.18801996672212976,0.06821963394342762,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M2,SHARED_UQ,T2,400000,3,67.56818181818181,0.0,38.128787878787875,0.0,8.007575757575758,0.0,22.03030303030303,0.0,0.44,0.0,168.0,0.0,267.5933333333333,0.0,265.10000000000014,0.0,0.8124726938283083,0.0,0.39450245215472285,0.0,0.064891846921797,0.129783693843594,0.036605657237936774,0.5224625623960066,0.18801996672212976,0.05823627287853577,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M2,SHARED_UQ,T2,450000,3,63.737226277372265,0.0,34.03649635036496,0.0,8.248175182481752,0.0,22.065693430656935,0.0,0.4566666666666667,5.551115123125783e-17,163.0,0.0,258.66,0.0,220.80000000000004,0.0,0.786875364075177,1.1102230246251565e-16,0.42142059045306063,0.0,0.46589018302828616,0.11314475873544093,0.026622296173044926,0.13311148086522462,0.19467554076539098,0.06655574043261231,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M2,SHARED_UQ,T2,500000,3,50.776,0.0,21.096,0.0,8.08,0.0,22.296000000000003,3.552713678800501e-15,0.4166666666666667,0.0,175.0,0.0,271.44,0.0,38.400000000000034,0.0,0.7754638471908594,0.0,0.42997468288944485,0.0,0.46921797004991683,0.11480865224625623,0.011647254575707153,0.1447587354409318,0.21630615640599002,0.043261231281198,nan,nan,nan,nan,nan,nan,,nan,nan
