milestone,model_num_timesteps,approx_kl,clip_fraction,entropy_loss,explained_variance,policy_gradient_loss,value_loss,learning_rate
50000,50000,0.015338553,0.0687109375,-0.6805647379159927,0.618105947971344,-0.005614641837310046,0.02975052684545517,0.0004744
100000,100000,0.006571673,0.0466015625,-0.6605879008769989,0.9463791847229004,-0.004677459655795246,0.00895939175505191,0.0004488
150000,150000,0.010588089,0.066025390625,-0.6224912315607071,0.9841513633728027,-0.006216659131459892,0.0033184399595484137,0.0004104
200000,200000,0.012041173,0.07263671875,-0.5899331325292587,0.9912222027778625,-0.008696154954377562,0.0030946691322606057,0.00038480000000000003
250000,250000,0.010937469,0.0737841796875,-0.5392460250854492,0.9944098591804504,-0.009793850383721292,0.0017420808237511665,0.00034640000000000007
300000,300000,0.012479694,0.0840234375,-0.526148841381073,0.9959896206855774,-0.010139032329898328,0.0013863939023576676,0.0003208
350000,350000,0.011709762,0.0795654296875,-0.485895479619503,0.9970095157623291,-0.010989743506070227,0.0011774084612261504,0.0002824
400000,400000,0.010507041,0.0567236328125,-0.4827777335047722,0.996797502040863,-0.009174396947491914,0.0010847529128659517,0.0002568
450000,450000,0.008936915,0.0600244140625,-0.4892451152205467,0.9975131154060364,-0.00876328321173787,0.0009179756068624556,0.0002312
500000,500000,0.009543843,0.0534375,-0.4430266681313515,0.9979559779167175,-0.010410252353176474,0.0007856996194459498,0.00019280000000000002
550000,550000,0.010862882,0.06904296875,-0.433032643198967,0.9975367188453674,-0.008744960478506982,0.0007709893182618544,0.00016720000000000003
600000,600000,0.00956226,0.055419921875,-0.4577202770113945,0.9981222152709961,-0.008888604973908514,0.0006738066399702802,0.00012880000000000004
650000,650000,0.0062749414,0.03744140625,-0.45392394363880156,0.9982774257659912,-0.008376248006243259,0.000662911722320132,0.00010320000000000001
700000,700000,0.0091558825,0.0486328125,-0.42889600366353986,0.9980729222297668,-0.007893550810404121,0.000654353341087699,6.480000000000003e-05
750000,750000,0.006396687,0.0287158203125,-0.44893870830535887,0.9984599351882935,-0.0069488818268291655,0.0005329104996053502,3.920000000000001e-05
800000,800000,0.00015604575,0.0,-0.444329237639904,0.9988070130348206,-0.00034872152376919986,0.00048034952866146343,8.000000000000229e-07
