sim_time,action,chosen_vid,score_v0,score_v1
1,0,0,4.0,9.0
2,1,1,8.0,4.0
3,0,0,8.0,24.614528437416315
4,1,1,11.0,1.0
5,0,0,10.0,32.61452843741631
6,0,0,9.0,18.281195104082983
7,0,0,10.0,17.281195104082983
8,0,0,8.0,11.83675065963854
9,0,0,5.0,10.614528437416318
10,0,0,7.0,9.614528437416318
11,1,1,9.0,8.614528437416322
12,0,0,5.0,7.0
13,1,1,10.0,7.614528437416324
14,1,1,9.0,6.222222222222222
15,1,1,9.0,6.333333333333333
16,0,0,6.0,8.0
17,1,1,9.0,6.75
18,0,0,7.0,7.0
19,1,1,9.0,5.0
20,1,1,9.0,3.0
21,0,0,7.0,7.0
22,1,1,8.0,6.0
23,1,1,8.0,6.0
24,0,0,7.0,17.0
25,1,1,10.0,2.0
26,0,0,7.0,25.0
27,0,0,6.0,25.0
28,0,0,8.0,24.0
29,0,0,6.0,26.0
30,0,0,7.0,25.0
31,0,0,11.0,21.0
32,0,0,6.0,28.0
33,0,0,8.0,24.0
34,0,0,9.0,24.0
35,0,0,11.0,21.0
36,0,0,8.0,26.0
37,0,0,8.0,25.0
38,0,0,9.0,23.0
39,0,0,9.0,23.0
40,0,0,6.0,28.0
41,0,0,8.0,27.0
42,0,0,7.0,25.0
43,0,0,4.0,28.0
44,0,0,17.0,27.0
45,0,0,27.0,84.0
46,0,0,39.0,85.0
47,0,0,48.0,84.0
48,0,0,36.0,85.0
49,0,0,70.0,82.0
50,0,0,68.0,85.0
51,0,0,66.0,88.0
52,1,1,98.0,84.0
53,1,1,158.0,96.0
54,1,1,160.0,92.0
55,1,1,154.0,119.0
56,1,1,160.0,102.0
57,1,1,157.0,137.0
58,1,1,156.0,147.0
59,1,1,159.0,123.0
60,0,0,158.0,167.0
61,0,0,156.0,166.0
62,0,0,154.0,168.0
63,1,1,187.0,167.0
64,1,1,188.0,176.0
65,0,0,149.8578295227074,164.0
66,0,0,158.8578295227074,162.0
67,0,0,167.8578295227074,183.0
68,0,0,146.8578295227074,186.0
69,1,1,185.8578295227074,183.0
70,0,0,184.8578295227074,195.0
71,0,0,193.8578295227074,198.0
72,1,1,202.8578295227074,196.0
73,0,0,181.8578295227074,208.0
74,1,1,210.8578295227074,204.0
75,0,0,209.8578295227074,216.0
76,1,1,218.8578295227074,214.0
77,0,0,222.41025971044414,225.0
78,1,1,232.41025971044414,223.0
79,0,0,232.41025971044414,234.0
80,1,1,242.41025971044414,231.0
81,0,0,242.41025971044414,244.0
82,1,1,252.41025971044414,245.0
83,1,1,252.41025971044414,243.0
84,0,0,252.41025971044414,267.0
85,0,0,262.41025971044417,264.0
86,1,1,272.4102597104441,265.0
87,0,0,262.4102597104441,276.0
88,0,0,258.0,274.0
89,0,0,267.0,275.0
90,0,0,276.0,277.0
91,1,1,288.0,278.0
92,1,1,288.0,287.0
93,1,1,290.0,272.0
94,1,1,290.0,282.0
95,0,0,302.4102597104441,316.0
96,0,0,302.4102597104441,318.0
97,0,0,312.4102597104441,318.0
98,1,1,332.4102597104441,318.0
99,1,1,332.4102597104441,328.0
100,0,0,307.0,337.0
101,0,0,309.0,314.0
102,0,0,310.0,312.0
103,0,0,297.0,337.0
104,0,0,309.0,333.0
105,0,0,308.0,337.0
106,0,0,307.0,337.0
107,0,0,307.0,335.0
108,0,0,310.0,332.0
109,0,0,104.0,339.0
110,0,0,296.0,337.0
111,0,0,311.0,331.0
112,0,0,310.0,333.0
113,0,0,309.0,334.0
