#{"t_start": 1789928205.0287726, "env_id": "None"}
r,l,t
-34697.992971,601,29.365876
-34510.703464,601,35.433435
-33490.399699,601,42.887199
-35286.614177,601,48.704219
-39587.212135,601,55.604179
-35911.829369,601,62.091614
-38712.44639,601,69.60606
-38562.021845,601,75.876975
-33949.792754,601,83.520069
-41686.512432,601,89.79805
-39227.622175,601,97.212586
-33423.185398,601,103.088806
-38749.807676,601,110.551222
-44972.218058,601,116.482372
-44017.006706,601,124.546296
-39086.842573,601,130.559737
-38940.956971,601,136.584659
-43184.708314,601,143.963239
-39763.168569,601,150.346559
-40083.853023,601,157.992283
-42294.747156,601,164.156356
-42912.865792,601,171.938201
-38602.118589,601,178.299465
-42102.402111,601,185.75081
-38844.58198,601,191.923902
-40874.462658,601,199.228132
-41370.985944,601,205.957548
-41420.868457,601,213.714323
-39338.623797,601,219.951941
-44939.346726,601,227.30888
-43636.525058,601,233.849725
-40317.464854,601,241.751179
-42080.213656,601,247.735787
-39558.235302,601,253.975613
-39701.431377,601,261.365184
-39390.172291,601,267.85603
-40514.345169,601,275.266073
-39584.938388,601,281.488597
-38720.102654,601,289.244311
-39891.688476,601,296.588116
-40471.656561,601,305.266928
-38361.946654,601,312.48858
-40735.230132,601,320.519944
-37971.741047,601,327.289335
-38499.580641,601,335.179362
-40050.572231,601,341.588736
-37292.915584,601,349.288144
-36729.302837,601,355.981374
-38847.170979,601,364.088444
-39033.694311,601,369.777725
-36951.245345,601,375.818937
-39258.119647,601,383.971547
-39315.526654,601,390.794046
-38915.460455,601,398.624788
-38399.245211,601,404.928991
-37967.579619,601,412.504717
-37549.436915,601,419.12789
-38707.606844,601,426.541545
-35469.319176,601,432.214756
-37728.836512,601,439.573962
-38390.02163,601,446.055721
-36165.349478,601,453.665721
-36376.83809,601,459.167252
-39521.750085,601,466.336139
-38605.358068,601,472.884076
-38048.33214,601,479.080606
-36522.40473,601,486.660252
-37167.385492,601,492.455079
-37374.267372,601,500.174238
-36891.404667,601,506.382129
-35644.547407,601,513.89733
-36617.180807,601,519.900876
-36508.624221,601,527.689751
-36660.096762,601,534.258147
-34490.915112,601,541.630961
-37073.581323,601,547.421375
-35836.425422,601,554.312879
-35658.73855,601,560.526851
-35569.99157,601,568.201749
-34592.558323,601,574.021113
-34773.214781,601,581.352138
-35745.772972,601,587.481117
-34814.443213,601,594.24625
-36033.774056,601,601.702072
-34976.275425,601,608.611382
