#{"t_start": 1789913152.3644981, "env_id": "None"}
r,l,t
-34556.72078,601,39.186345
-35371.610702,601,57.391452
-32974.543644,601,64.080442
-31839.409177,601,69.032888
-31873.695743,601,75.250628
-34607.316939,601,80.442238
-30715.80121,601,86.700315
-36783.264385,601,91.249655
-36006.098658,601,98.942723
-35386.524071,601,104.466094
-34393.590099,601,110.385085
-33560.332196,601,114.988772
-33643.356466,601,121.047603
-33139.264037,601,126.332393
-31330.614775,601,133.750674
-33625.46072,601,138.892174
-32800.513897,601,143.936493
-31447.850998,601,150.798092
-33160.614908,601,156.099399
-33076.239344,601,162.423176
-33713.230664,601,167.065465
-33359.919215,601,178.387109
-31808.958111,601,195.128968
-32640.254237,601,210.529607
-34028.709806,601,228.677998
-33975.828438,601,252.058428
-32168.619541,601,272.189154
-32804.390488,601,296.026942
-33026.721851,601,314.425354
-33065.862701,601,339.045317
-32846.117525,601,358.013277
-32138.46647,601,383.53814
-32246.526622,601,403.421968
-31258.739587,601,422.347144
-32744.090317,601,447.513397
-33790.551918,601,470.239578
-32103.599377,601,494.842119
-31802.08457,601,513.262667
-31671.622621,601,537.194392
-31247.688106,601,557.874786
-31592.55763,601,582.454954
-32927.534282,601,601.028125
-32327.176364,601,621.346599
-31685.207735,601,627.053396
-32542.894116,601,633.48074
-32033.377605,601,638.138853
-31305.191773,601,644.507006
-32071.705705,601,649.187533
-31472.854497,601,656.048081
-32023.605603,601,660.670801
-31736.586163,601,665.371021
-31938.32998,601,671.65604
-30915.670895,601,676.972568
