#{"t_start": 1789913163.7525299, "env_id": "None"}
r,l,t
-33217.180507,601,27.799222
-33695.127995,601,46.002424
-33152.617879,601,52.692411
-32870.362955,601,57.645857
-31059.71715,601,63.861598
-33837.380406,601,69.054206
-33971.085786,601,75.312283
-33854.869759,601,79.862622
-33906.563267,601,87.553627
-34248.412459,601,93.078063
-33901.316186,601,98.998052
-34671.981956,601,103.60074
-33017.190179,601,109.659571
-33317.467299,601,114.944361
-32036.326458,601,122.361641
-33312.278255,601,127.503144
-32342.85901,601,132.547462
-32764.609352,601,139.41006
-32716.778333,601,144.711367
-31637.498336,601,151.034142
-32604.608305,601,155.677433
-33672.549028,601,166.999077
-32873.51465,601,183.740937
-32224.524759,601,199.141575
-33237.60516,601,217.289967
-32711.019248,601,240.672395
-33066.772243,601,260.803117
-31444.754296,601,284.637785
-32537.450886,601,303.041321
-32435.448643,601,327.659278
-33100.057988,601,346.625245
-32410.869802,601,372.150109
-32630.058306,601,392.034938
-32620.074408,601,410.960132
-31755.395606,601,436.125365
-32726.142476,601,458.853545
-31833.578721,601,483.458087
-31317.448182,601,501.876654
-32219.848069,601,525.810365
-31108.92412,601,546.490752
-32084.496191,601,571.067924
-32439.728959,601,589.642093
-31208.147592,601,609.957551
-31541.722701,601,615.665365
-31688.339022,601,622.092708
-32007.855779,601,626.750821
-32232.978514,601,633.118974
-31734.570224,601,637.799501
-31968.182403,601,644.660049
-30733.711134,601,649.28177
-32533.17809,601,653.98299
-31135.972395,601,660.266996
-31555.969789,601,665.584536
