#{"t_start": 1789913139.5457828, "env_id": "None"}
r,l,t
-33128.427115,601,52.001969
-36881.201871,601,70.209171
-32126.817238,601,76.898157
-35751.222188,601,81.851604
-33332.251269,601,88.068345
-34093.235267,601,93.259953
-33188.683742,601,99.518033
-31409.328895,601,104.06837
-33653.991466,601,111.760374
-34099.156531,601,117.28381
-33620.246984,601,123.2038
-33726.280415,601,127.806487
-35601.047112,601,133.86532
-33143.283988,601,139.150109
-33217.841684,601,146.568388
-34166.800911,601,151.709891
-34051.321833,601,156.754209
-32690.876103,601,163.615808
-33226.395917,601,168.917115
-33325.970199,601,175.239894
-32656.113909,601,179.88318
-33440.171899,601,191.204815
-32803.024919,601,207.946681
-33532.561452,601,223.348322
-32431.231742,601,241.495716
-32877.199468,601,264.874144
-32427.63814,601,285.009864
-33149.238011,601,308.845111
-32925.260069,601,327.244069
-32089.366893,601,351.864032
-32780.246348,601,370.83046
-33158.99836,601,396.353856
-33260.523252,601,416.240684
-32809.379557,601,435.16135
-32958.56296,601,460.328115
-32707.980938,601,483.056293
-32120.007355,601,507.659835
-32674.832537,601,526.07694
-31749.99716,601,550.013107
-32215.132328,601,570.690504
-32369.223981,601,595.271667
-32344.202427,601,613.84684
-31795.945769,601,634.164298
-31716.776127,601,639.871106
-31330.982132,601,646.297454
-31911.446418,601,650.95656
-32015.454398,601,657.324722
-31637.575227,601,662.005301
-31851.696938,601,668.864904
-31318.357241,601,673.488517
-31450.589555,601,678.188761
-31750.419694,601,684.473743
-31386.358631,601,689.790283
