#{"t_start": 1789913154.2287738, "env_id": "None"}
r,l,t
-34296.290573,601,37.322069
-34891.078139,601,55.527176
-32592.797592,601,62.216167
-32038.602675,601,67.168612
-32595.028182,601,73.385354
-34441.61689,601,78.577962
-33908.483402,601,84.836039
-34968.168968,601,89.385379
-37859.349647,601,97.078447
-34479.803366,601,102.601819
-36031.525506,601,108.520809
-36056.672803,601,113.124496
-32358.95891,601,119.183327
-32456.561786,601,124.468117
-33189.732003,601,131.886398
-32354.650806,601,137.027899
-33226.387945,601,142.072217
-34177.347777,601,148.933816
-32636.454713,601,154.235123
-33102.152999,601,160.5589
-32380.239259,601,165.20119
-32384.846652,601,176.522833
-32316.591894,601,193.264693
-34385.549005,601,208.665331
-32776.545909,601,226.813723
-33149.952335,601,250.195156
-33149.445361,601,270.324879
-32089.720043,601,294.16212
-31456.263491,601,312.562079
-32115.372202,601,337.183034
-33453.893858,601,356.149001
-32347.80909,601,381.673865
-32463.079801,601,401.557693
-32381.917857,601,420.482868
-32552.482172,601,445.649121
-32300.955364,601,468.374306
-31444.943611,601,492.977843
-31099.140972,601,511.397879
-32211.002843,601,535.333118
-31652.851883,601,556.011511
-31767.747927,601,580.590678
-32185.054559,601,599.164852
-32630.151221,601,619.482323
-31294.013643,601,625.189121
-31520.017965,601,631.616464
-31952.861256,601,636.273569
-32858.660479,601,642.64273
-31483.205187,601,647.323257
-31772.953675,601,654.183805
-32055.306229,601,658.805526
-31439.111185,601,663.506746
-31668.20547,601,669.791764
-31556.933869,601,675.108292
