#{"t_start": 1789913148.4889905, "env_id": "None"}
r,l,t
-35354.766652,601,43.057842
-34565.014705,601,61.266959
-39411.915866,601,67.95495
-33272.58229,601,72.908396
-33944.926802,601,79.125137
-34211.106446,601,84.316745
-33307.862253,601,90.575822
-37193.678535,601,95.125163
-35096.275382,601,102.81823
-33227.431666,601,108.341602
-34647.307575,601,114.261591
-33270.740927,601,118.863279
-35063.193443,601,124.922112
-34347.321958,601,130.207901
-33118.041735,601,137.626181
-32105.071322,601,142.767682
-33151.012783,601,147.812001
-32315.691428,601,154.6726
-32617.411072,601,159.974906
-32856.988486,601,166.297681
-33569.130721,601,170.939973
-32654.176124,601,182.261607
-32707.30176,601,199.003474
-32880.710622,601,214.405115
-33190.379469,601,232.556504
-32642.541603,601,255.933936
-32072.221041,601,276.063664
-32279.964009,601,299.899992
-33221.601647,601,318.301862
-33086.458122,601,342.919817
-33406.496386,601,361.885259
-32672.48574,601,387.40965
-32114.973423,601,407.298478
-32142.453931,601,426.221143
-32177.402289,601,451.386908
-31865.78146,601,474.114089
-32638.094369,601,498.716627
-31582.97281,601,517.133732
-32638.581608,601,541.068882
-32317.234437,601,561.747296
-32355.535699,601,586.32946
-31627.930232,601,604.904635
-31958.356132,601,625.223101
-31865.34508,601,630.927899
-31297.754392,601,637.355255
-31176.888635,601,642.013352
-32092.778536,601,648.381514
-31718.557687,601,653.062093
-31515.017117,601,659.923588
-32079.364991,601,664.545309
-31592.531065,601,669.245554
-31224.541073,601,675.531548
-31976.87428,601,680.847075
