#{"t_start": 1789913150.4542007, "env_id": "None"}
r,l,t
-32914.759938,601,41.096642
-33802.626676,601,59.301749
-32528.329024,601,65.99074
-31426.760592,601,70.944186
-36612.144578,601,77.160925
-36779.401866,601,82.352535
-34358.886725,601,88.610612
-38531.697668,601,93.159952
-34356.446629,601,100.853978
-35464.037099,601,106.375392
-34963.273698,601,112.296381
-33108.232263,601,116.899069
-32452.339516,601,122.9579
-34541.883634,601,128.241691
-32087.040949,601,135.660971
-32604.521895,601,140.802472
-33925.766436,601,145.845791
-33082.916868,601,152.70839
-32148.015247,601,158.009696
-32599.850105,601,164.333473
-32339.406427,601,168.975763
-33839.369422,601,180.297406
-33431.816069,601,197.038263
-33026.24626,601,212.439904
-32625.275179,601,230.588296
-32847.895955,601,253.968725
-31413.404317,601,274.098454
-32780.170833,601,297.937874
-32578.023842,601,316.335651
-31688.486902,601,340.955614
-33079.220186,601,359.919028
-33179.645849,601,385.448438
-32665.877931,601,405.332266
-32483.725872,601,424.253936
-32419.591756,601,449.421697
-33443.712381,601,472.148879
-32811.849326,601,496.751417
-31424.398424,601,515.172452
-31923.559597,601,539.103672
-31682.603757,601,559.783083
-33548.703348,601,584.365251
-30916.925631,601,602.938422
-30794.320839,601,623.256896
-31693.69637,601,628.963694
-31960.872819,601,635.391037
-32783.697487,601,640.04915
-31982.850839,601,646.416304
-31513.776159,601,651.097831
-31330.296257,601,657.957488
-32032.542955,601,662.580099
-31594.730096,601,667.281319
-30666.575353,601,673.566338
-31574.622423,601,678.882865
