#{"t_start": 1789913140.7831514, "env_id": "None"}
r,l,t
-34217.755733,601,50.765695
-34591.637076,601,68.971802
-31319.105844,601,75.660789
-32270.614913,601,80.614235
-32701.403268,601,86.830976
-34740.439447,601,92.022584
-34277.903614,601,98.281662
-33913.773737,601,102.831002
-33698.387773,601,110.52407
-36386.576726,601,116.046442
-34423.46358,601,121.966432
-34060.674224,601,126.569118
-31895.964923,601,132.627951
-32733.20334,601,137.91274
-33348.205095,601,145.331019
-32649.314896,601,150.472522
-31772.357523,601,155.51684
-32452.301496,601,162.378439
-32990.821643,601,167.679747
-33108.475767,601,174.00352
-32551.500727,601,178.645812
-32516.754253,601,189.967447
-33028.800515,601,206.709313
-33004.191346,601,222.110954
-34327.899855,601,240.258347
-32740.149426,601,263.638773
-32997.076482,601,283.769503
-32842.028679,601,307.607742
-32816.75338,601,326.006701
-32959.823171,601,350.625656
-32937.892916,601,369.591099
-33183.749578,601,395.116487
-32450.763825,601,415.003315
-32364.590979,601,433.924985
-32685.50231,601,459.090746
-32466.284167,601,481.818925
-32324.482422,601,506.422466
-31721.008885,601,524.838571
-32412.207649,601,548.775738
-32375.528751,601,569.454132
-32119.202455,601,594.034298
-30792.355329,601,612.609472
-32486.289349,601,632.926929
-31783.107337,601,638.633738
-31433.828039,601,645.061095
-31562.970963,601,649.719191
-31639.135599,601,656.087353
-30960.984152,601,660.767932
-31836.488628,601,667.627535
-30985.120651,601,672.251148
-31144.631785,601,676.951393
-31420.114512,601,683.236374
-32385.632374,601,688.552914
