#{"t_start": 1789913144.7141855, "env_id": "None"}
r,l,t
-34249.848208,601,46.832647
-33650.127861,601,65.040768
-35262.818216,601,71.730755
-30203.767929,601,76.683201
-33144.682502,601,82.899942
-37546.731638,601,88.09155
-34141.922396,601,94.34963
-34007.656063,601,98.899968
-33220.183825,601,106.593035
-32930.810926,601,112.115407
-35503.846303,601,118.035398
-34699.128147,601,122.638084
-32627.397858,601,128.697916
-33005.969585,601,133.982706
-32037.432479,601,141.400986
-32887.817315,601,146.542487
-32689.858758,601,151.586806
-33032.85389,601,158.447405
-33055.146969,601,163.749711
-32442.318788,601,170.072486
-33746.582614,601,174.715778
-33273.497117,601,186.036412
-32670.493507,601,202.778279
-32996.575275,601,218.180921
-32248.792412,601,236.328311
-32466.013329,601,259.708741
-32419.624177,601,279.837462
-32285.397679,601,303.67613
-31430.72022,601,322.076668
-32653.887706,601,346.694622
-32731.015995,601,365.660064
-32472.284595,601,391.185453
-32833.317172,601,411.072281
-32666.83312,601,429.994951
-32035.446295,601,455.159712
-31738.154709,601,477.887891
-31789.769126,601,502.490435
-32083.516718,601,520.912467
-32484.28969,601,544.843687
-32857.871347,601,565.522101
-31601.524641,601,590.104265
-31235.168383,601,608.680437
-31485.305881,601,628.995895
-32504.842423,601,634.702704
-31689.967545,601,641.13006
-31530.634162,601,645.788157
-31511.535771,601,652.156319
-31582.738983,601,656.836898
-31846.63398,601,663.697503
-31804.938435,601,668.320114
-32102.088414,601,673.020359
-31353.126077,601,679.30534
-31254.359963,601,684.62188
