#{"t_start": 1789913161.8383477, "env_id": "None"}
r,l,t
-33568.972973,601,29.713404
-34860.560359,601,47.917602
-31921.373253,601,54.606593
-33609.258576,601,59.560039
-33770.512938,601,65.776778
-36625.86684,601,70.968388
-32991.781802,601,77.226465
-33507.968861,601,81.776804
-33066.063937,601,89.467809
-34068.675511,601,94.992245
-34266.429396,601,100.912234
-32771.888608,601,105.514922
-33177.839841,601,111.573753
-34310.522247,601,116.857544
-33587.18372,601,124.275823
-32262.679356,601,129.417326
-33464.423301,601,134.461644
-33411.508036,601,141.324243
-33648.183744,601,146.625549
-32519.662878,601,152.949326
-32305.668971,601,157.591616
-32118.584428,601,168.91326
-33106.419117,601,185.655119
-32391.974305,601,201.056759
-33012.775637,601,219.204149
-32623.810134,601,242.585582
-32379.579631,601,262.7163
-33291.17023,601,286.551967
-32142.568514,601,304.955503
-32230.655375,601,329.57346
-34171.083269,601,348.539427
-32686.328697,601,374.065294
-32601.195665,601,393.949121
-31757.966154,601,412.874314
-32646.721489,601,438.039547
-32863.946094,601,460.767727
-32128.678735,601,485.372269
-31894.548614,601,503.788817
-31862.939329,601,527.723544
-32647.464133,601,548.40294
-32022.673176,601,572.982106
-31764.63604,601,591.555278
-32037.929112,601,611.87275
-31533.103226,601,617.579547
-32156.794866,601,624.00689
-32022.641648,601,628.665003
-32122.284108,601,635.033156
-31613.132099,601,639.713684
-32220.771731,601,646.573341
-31710.777162,601,651.195952
-31393.292352,601,655.896197
-31471.055018,601,662.182191
-31127.092049,601,667.498719
