#{"t_start": 1789913159.9068518, "env_id": "None"}
r,l,t
-33726.713999,601,31.643991
-35446.362397,601,49.848102
-34641.53776,601,56.537088
-33824.500324,601,61.491535
-34571.882908,601,67.708274
-36658.9405,601,72.899884
-33026.893611,601,79.158964
-34911.603641,601,83.707301
-35250.305548,601,91.399305
-34462.216885,601,96.923741
-34136.61054,601,102.84373
-32522.970914,601,107.446418
-33489.193567,601,113.505249
-33640.04939,601,118.78904
-33254.645011,601,126.207319
-33583.877818,601,131.348822
-32817.204739,601,136.39314
-32170.76048,601,143.256738
-32675.853065,601,148.557045
-32834.827334,601,154.880822
-32123.325815,601,159.523112
-32681.280844,601,170.844755
-33270.274095,601,187.586615
-32383.508558,601,202.987253
-33316.504648,601,221.135645
-33223.875291,601,244.517078
-32454.469614,601,264.647796
-32734.476302,601,288.485796
-33160.812273,601,306.886999
-32678.984515,601,331.504956
-32917.753252,601,350.470923
-32835.652846,601,375.99679
-31813.91053,601,395.880616
-32706.101236,601,414.80479
-32651.653367,601,439.972044
-32523.769349,601,462.699223
-31300.835953,601,487.302769
-32704.734909,601,505.719801
-32365.739002,601,529.65504
-32252.354092,601,550.333433
-30965.878723,601,574.9126
-31250.715369,601,593.486774
-32312.728983,601,613.804245
-32476.571607,601,619.511043
-31292.802992,601,625.938386
-32552.368023,601,630.596499
-31716.25189,601,636.964652
-31319.574913,601,641.64518
-32592.940741,601,648.505727
-31623.448465,601,653.128447
-32201.324426,601,657.828668
-31411.770568,601,664.113687
-32077.102467,601,669.430214
