#{"t_start": 1789913156.0961983, "env_id": "None"}
r,l,t
-34870.24658,601,35.455554
-36474.640698,601,53.659751
-32213.94082,601,60.348742
-33819.39511,601,65.301188
-34038.665582,601,71.517929
-34376.788081,601,76.710537
-32863.519524,601,82.969618
-38136.759089,601,87.518953
-34236.986577,601,95.209958
-31632.358836,601,100.734394
-33899.711697,601,106.654384
-31410.836826,601,111.257072
-33011.984918,601,117.315903
-33027.215634,601,122.599694
-32848.21194,601,130.017972
-33079.253155,601,135.160474
-32625.540211,601,140.204793
-33859.482465,601,147.066392
-33641.211612,601,152.367698
-32821.572536,601,158.690473
-32434.024847,601,163.332765
-32352.674312,601,174.655409
-32708.585592,601,191.397268
-32639.95945,601,206.797907
-32568.8362,601,224.947303
-32016.021005,601,248.327731
-32926.672046,601,268.458449
-32671.013144,601,292.296449
-32749.632581,601,310.694655
-33801.100785,601,335.314613
-31701.717359,601,354.281577
-33502.765899,601,379.80644
-32184.042533,601,399.690268
-32413.023656,601,418.615444
-32517.362361,601,443.781697
-32886.034203,601,466.505878
-33196.198097,601,491.109419
-31637.179914,601,509.530454
-32411.201693,601,533.465693
-32235.742266,601,554.143086
-32498.490064,601,578.723254
-31722.14013,601,597.297427
-31455.626529,601,617.614899
-31925.699596,601,623.321696
-31880.678074,601,629.74904
-31403.841263,601,634.406144
-31576.086996,601,640.775306
-31320.504927,601,645.455833
-32879.231588,601,652.316381
-32580.859416,601,656.939101
-32085.092227,601,661.639321
-31478.075034,601,667.92434
-32280.199895,601,673.239867
