#{"t_start": 1789913143.029087, "env_id": "None"}
r,l,t
-34697.992971,601,48.517745
-34466.260676,601,66.725866
-33596.361614,601,73.414853
-33809.792126,601,78.368299
-35606.328244,601,84.585041
-34381.464477,601,89.776649
-34985.703729,601,96.034728
-38155.347439,601,100.584066
-33654.67925,601,108.278134
-35283.910588,601,113.800506
-34395.592938,601,119.720496
-31899.901069,601,124.323183
-33093.4868,601,130.382016
-32895.566999,601,135.667804
-33105.717484,601,143.086085
-32248.670195,601,148.226587
-32980.059701,601,153.270905
-32568.640444,601,160.133503
-33540.596608,601,165.43481
-32866.013245,601,171.757585
-32933.401628,601,176.399876
-33179.618825,601,187.721511
-32040.862756,601,204.463377
-33807.182271,601,219.86402
-33173.653417,601,238.013409
-32721.093178,601,261.392838
-34050.745235,601,281.523568
-32110.021622,601,305.360714
-33373.319417,601,323.760765
-32819.823673,601,348.380728
-32708.657756,601,367.344141
-32112.152008,601,392.870551
-32457.687346,601,412.757379
-32116.795313,601,431.679049
-32858.712275,601,456.845815
-33250.013757,601,479.572989
-32130.304259,601,504.17653
-31372.469603,601,522.593635
-32213.494448,601,546.529803
-31949.665089,601,567.207199
-31592.905217,601,591.789364
-32064.16037,601,610.364538
-32078.105394,601,630.680994
-31757.974504,601,636.388807
-32038.896384,601,642.815159
-31722.266173,601,647.473255
-31969.668806,601,653.841418
-31866.448786,601,658.571
-32099.942905,601,665.382601
-32058.588555,601,670.005213
-31478.231789,601,674.705457
-31043.174188,601,680.990438
-31680.359052,601,686.306979
