#{"t_start": 1789913141.921366, "env_id": "None"}
r,l,t
-33540.455295,601,49.626386
-32157.088196,601,67.833587
-32926.642378,601,74.523575
-32953.587565,601,79.47602
-34367.469075,601,85.692762
-34831.831797,601,90.88437
-33750.181529,601,97.142449
-35721.815727,601,101.692787
-34537.077601,601,109.385855
-32460.202124,601,114.908227
-33793.374806,601,120.828217
-32355.989641,601,125.430904
-31993.447556,601,131.489737
-33100.896983,601,136.775525
-31561.962552,601,144.193806
-33619.506863,601,149.334308
-34135.353493,601,154.378626
-32751.738296,601,161.240225
-33832.733482,601,166.542531
-32686.980235,601,172.865306
-33137.717325,601,177.507597
-32197.469524,601,188.829232
-33167.609401,601,205.571098
-32789.437007,601,220.971741
-32640.339809,601,239.120132
-32659.845761,601,262.500559
-33057.035131,601,282.631289
-33756.927392,601,306.46813
-33164.505027,601,324.868486
-32242.722839,601,349.488449
-33150.42777,601,368.453879
-31753.93913,601,393.978272
-33176.819417,601,413.8651
-32792.413094,601,432.786771
-31847.198253,601,457.953536
-32412.168593,601,480.68071
-32430.587962,601,505.283255
-32533.489189,601,523.700356
-31900.955013,601,547.636507
-31395.50264,601,568.317918
-32138.813985,601,592.897085
-31685.555261,601,611.47226
-31036.098206,601,631.788715
-31931.586094,601,637.495523
-31757.119574,601,643.92288
-31986.300648,601,648.580976
-32078.869693,601,654.949139
-32118.091701,601,659.629717
-31463.360518,601,666.489321
-31463.009834,601,671.112934
-31425.513474,601,675.813178
-31112.069109,601,682.09816
-31493.836902,601,687.4147
