ATT,AWT,AGT_access,AFT,travel_p50,travel_p90,travel_p95,N,N_finished,completion_rate,backlog,system_person_minutes,system_person_minutes_per_passenger,episode_reward,episode_steps,policy_entropy_normalized,mean_policy_max_prob,action_0_share,action_1_share,single_pax_service_departures,turnaround_starts,turnaround_releases,pad_departure_reservations,pad_landing_reservations,service_pad_blocks,reposition_pad_blocks,e6_charger_active_aircraft_steps,e6_charger_wait_aircraft_steps,e6_max_charger_queue,final_queues,fleet_diag,stage,topology,method,eval_seed
92.34,63.07,7.653333333333333,21.69333333333333,84.0,178.10000000000002,263.0,300,300,1.0,0,27702.0,92.34,-35916.771450389795,601,nan,nan,0.8369384359400999,0.16306156405990016,300,592,592,0,0,0,0,0,0,0,"{""0"": 0, ""1"": 0, ""2"": 0}","{""fleet_size"": 40, ""initial_allocation"": {""0"": 30, ""1"": 10}, ""state_counts"": {""IDLE"": 40}, ""current_location_counts"": {""0"": 28, ""2"": 8, ""1"": 4}, ""spawned_at_reset"": 40, ""service_arrivals"": 300, ""reposition_departures"": 292, ""reposition_arrivals"": 292, ""fleet_assertions"": 603}",E4,T2,STTF,125
75.15666666666667,48.95666666666666,6.533333333333333,19.733333333333334,66.0,105.10000000000002,108.05000000000001,300,300,1.0,0,22547.0,75.15666666666667,-31661.259857748144,601,nan,nan,0.5923460898502496,0.40765391014975044,300,590,590,0,0,0,0,0,0,0,"{""0"": 0, ""1"": 0, ""2"": 0}","{""fleet_size"": 40, ""initial_allocation"": {""0"": 30, ""1"": 10}, ""state_counts"": {""IDLE"": 40}, ""current_location_counts"": {""0"": 21, ""1"": 9, ""2"": 10}, ""spawned_at_reset"": 40, ""service_arrivals"": 300, ""reposition_departures"": 290, ""reposition_arrivals"": 290, ""fleet_assertions"": 603}",E4,T2,QTTI2,123
74.38666666666667,48.28666666666667,6.493333333333333,19.666666666666668,70.0,100.0,102.10000000000002,300,300,1.0,0,22316.0,74.38666666666667,-32139.688930423614,601,nan,nan,0.5840266222961731,0.415973377703827,300,589,589,0,0,0,0,0,0,0,"{""0"": 0, ""1"": 0, ""2"": 0}","{""fleet_size"": 40, ""initial_allocation"": {""0"": 30, ""1"": 10}, ""state_counts"": {""IDLE"": 40}, ""current_location_counts"": {""0"": 21, ""1"": 8, ""2"": 11}, ""spawned_at_reset"": 40, ""service_arrivals"": 300, ""reposition_departures"": 289, ""reposition_arrivals"": 289, ""fleet_assertions"": 603}",E4,T2,QTTI2,124
75.15666666666667,48.95666666666666,6.533333333333333,19.733333333333334,66.0,105.10000000000002,108.05000000000001,300,300,1.0,0,22547.0,75.15666666666667,-31661.259857748144,601,nan,nan,0.5923460898502496,0.40765391014975044,300,590,590,0,0,0,0,0,0,0,"{""0"": 0, ""1"": 0, ""2"": 0}","{""fleet_size"": 40, ""initial_allocation"": {""0"": 30, ""1"": 10}, ""state_counts"": {""IDLE"": 40}, ""current_location_counts"": {""0"": 21, ""1"": 9, ""2"": 10}, ""spawned_at_reset"": 40, ""service_arrivals"": 300, ""reposition_departures"": 290, ""reposition_arrivals"": 290, ""fleet_assertions"": 603}",E4,T2,QTTI2,125
165.42412451361866,139.84824902723736,5.5680933852140075,20.105058365758754,156.0,303.4,313.0,300,257,0.8566666666666667,43,56645.0,188.81666666666666,-54826.67478358589,601,nan,nan,0.6622296173044925,0.33777038269550747,274,502,498,522,522,1993,429,0,0,0,"{""0"": 26, ""1"": 0, ""2"": 0}","{""fleet_size"": 40, ""initial_allocation"": {""0"": 30, ""1"": 10}, ""state_counts"": {""IDLE"": 13, ""CHARGING"": 3, ""FLYING"": 20, ""WAITING"": 4}, ""current_location_counts"": {""1"": 27, ""2"": 12, ""0"": 1}, ""spawned_at_reset"": 40, ""service_arrivals"": 257, ""reposition_departures"": 248, ""reposition_arrivals"": 245, ""fleet_assertions"": 603}",E5,T2,SPF,123
165.42412451361866,139.84824902723736,5.5680933852140075,20.105058365758754,156.0,303.4,313.0,300,257,0.8566666666666667,43,56645.0,188.81666666666666,-54826.67478358589,601,nan,nan,0.6622296173044925,0.33777038269550747,274,502,498,522,522,1992,429,0,0,0,"{""0"": 26, ""1"": 0, ""2"": 0}","{""fleet_size"": 40, ""initial_allocation"": {""0"": 30, ""1"": 10}, ""state_counts"": {""IDLE"": 13, ""CHARGING"": 3, ""FLYING"": 20, ""WAITING"": 4}, ""current_location_counts"": {""1"": 27, ""2"": 12, ""0"": 1}, ""spawned_at_reset"": 40, ""service_arrivals"": 257, ""reposition_departures"": 248, ""reposition_arrivals"": 245, ""fleet_assertions"": 603}",E5,T2,SPF,124
165.42412451361866,139.84824902723736,5.5680933852140075,20.105058365758754,156.0,303.4,313.0,300,257,0.8566666666666667,43,56645.0,188.81666666666666,-54826.67478358589,601,nan,nan,0.6622296173044925,0.33777038269550747,274,502,498,522,522,1993,429,0,0,0,"{""0"": 26, ""1"": 0, ""2"": 0}","{""fleet_size"": 40, ""initial_allocation"": {""0"": 30, ""1"": 10}, ""state_counts"": {""IDLE"": 13, ""CHARGING"": 3, ""FLYING"": 20, ""WAITING"": 4}, ""current_location_counts"": {""1"": 27, ""2"": 12, ""0"": 1}, ""spawned_at_reset"": 40, ""service_arrivals"": 257, ""reposition_departures"": 248, ""reposition_arrivals"": 245, ""fleet_assertions"": 603}",E5,T2,SPF,125
172.29535864978902,145.9704641350211,6.569620253164557,19.843881856540083,181.0,268.0,383.0,300,237,0.79,63,62322.0,207.74,-53954.304941793685,601,nan,nan,0.627287853577371,0.37271214642262895,259,462,462,491,491,2217,407,0,0,0,"{""0"": 4, ""1"": 37, ""2"": 0}","{""fleet_size"": 40, ""initial_allocation"": {""0"": 30, ""1"": 10}, ""state_counts"": {""FLYING"": 29, ""IDLE"": 11}, ""current_location_counts"": {""2"": 12, ""0"": 28}, ""spawned_at_reset"": 40, ""service_arrivals"": 237, ""reposition_departures"": 232, ""reposition_arrivals"": 225, ""fleet_assertions"": 603}",E5,T2,STTF,123
160.5486381322957,134.72373540856032,6.2957198443579765,19.622568093385215,158.0,299.0,306.0,300,257,0.8566666666666667,43,60050.0,200.16666666666666,-50248.540504558514,601,nan,nan,0.6239600665557404,0.37603993344425957,267,487,484,503,503,2015,441,0,0,0,"{""0"": 33, ""1"": 0, ""2"": 0}","{""fleet_size"": 40, ""initial_allocation"": {""0"": 30, ""1"": 10}, ""state_counts"": {""FLYING"": 16, ""IDLE"": 14, ""WAITING"": 3, ""CHARGING"": 7}, ""current_location_counts"": {""2"": 27, ""0"": 2, ""1"": 11}, ""spawned_at_reset"": 40, ""service_arrivals"": 257, ""reposition_departures"": 236, ""reposition_arrivals"": 230, ""fleet_assertions"": 603}",E5,T2,STTF,124
172.29535864978902,145.9704641350211,6.569620253164557,19.843881856540083,181.0,268.0,383.0,300,237,0.79,63,62322.0,207.74,-53954.304941793685,601,nan,nan,0.627287853577371,0.37271214642262895,259,462,462,491,491,2211,407,0,0,0,"{""0"": 4, ""1"": 37, ""2"": 0}","{""fleet_size"": 40, ""initial_allocation"": {""0"": 30, ""1"": 10}, ""state_counts"": {""FLYING"": 29, ""IDLE"": 11}, ""current_location_counts"": {""2"": 12, ""0"": 28}, ""spawned_at_reset"": 40, ""service_arrivals"": 237, ""reposition_departures"": 232, ""reposition_arrivals"": 225, ""fleet_assertions"": 603}",E5,T2,STTF,125
