milestone,model_num_timesteps,approx_kl,clip_fraction,entropy_loss,explained_variance,policy_gradient_loss,value_loss,learning_rate
50000,50000,0.01758463,0.056943359375,-0.6498352521657944,0.7265316247940063,-0.005648274549748748,0.041411701291799545,0.0004744
100000,100000,0.010796061,0.081826171875,-0.636741681098938,0.9707030653953552,-0.005482202437706292,0.004555853523779661,0.0004488
150000,150000,0.013200087,0.080576171875,-0.5654710882902145,0.9921131730079651,-0.009706752281636,0.003167065904708579,0.0004104
200000,200000,0.011411319,0.083466796875,-0.5267765808105469,0.9951565265655518,-0.009380501029081643,0.002407900084508583,0.00038480000000000003
250000,250000,0.011560845,0.081064453125,-0.499951074719429,0.9955662488937378,-0.012975754553917796,0.00197994131478481,0.00034640000000000007
300000,300000,0.012887021,0.082119140625,-0.4657161420583725,0.9964715242385864,-0.012983120647259056,0.0016933708859141916,0.0003208
350000,350000,0.011823896,0.073466796875,-0.4335955342650413,0.9975075721740723,-0.011514817441347986,0.0012006203550845385,0.0002824
400000,400000,0.011302691,0.0732373046875,-0.43036786615848543,0.9973952770233154,-0.011804363685660063,0.0010677548713283614,0.0002568
450000,450000,0.012379197,0.074716796875,-0.41892011076211927,0.997516930103302,-0.013268725657835602,0.0009717475087381899,0.0002312
500000,500000,0.010528851,0.06298828125,-0.40412600070238114,0.997628927230835,-0.012599647652823478,0.0010143542167497799,0.00019280000000000002
550000,550000,0.008311866,0.05529296875,-0.39627330780029296,0.9976402521133423,-0.012829919781070202,0.0009019455523230135,0.00016720000000000003
600000,600000,0.009279089,0.05580078125,-0.38594608277082443,0.9980478286743164,-0.011580548563506455,0.0008339254162274301,0.00012880000000000004
650000,650000,0.0067481226,0.0466845703125,-0.383516873717308,0.9982486367225647,-0.010655967923812569,0.0008326734253205359,0.00010320000000000001
700000,700000,0.0059270645,0.0343115234375,-0.3810876753926277,0.9982403516769409,-0.009333268934860826,0.0007773574173916131,6.480000000000003e-05
750000,750000,0.0048265667,0.0231103515625,-0.39078236162662505,0.9984254240989685,-0.007282755404012278,0.0007373129320330918,3.920000000000001e-05
800000,800000,0.0013487661,0.0001025390625,-0.38263906449079516,0.998645544052124,-0.0009446985134854913,0.0007515294873155653,8.000000000000229e-07
