milestone,model_num_timesteps,approx_kl,clip_fraction,entropy_loss,explained_variance,policy_gradient_loss,value_loss,learning_rate
50000,50000,0.012294186,0.0187646484375,-0.6808309894800186,0.6454296112060547,-0.0031993284821510313,0.013520326670259238,0.0004744
100000,100000,0.009208883,0.0391650390625,-0.673238433599472,0.9538596868515015,-0.0030853647366166116,0.005642153325024993,0.0004488
150000,150000,0.012169597,0.0700537109375,-0.626687982082367,0.9902907609939575,-0.00791180754546076,0.0032400962943211196,0.0004104
200000,200000,0.009831099,0.064140625,-0.5949685299396514,0.9927265048027039,-0.008227808736264705,0.002320231560152024,0.00038480000000000003
250000,250000,0.010993294,0.060498046875,-0.5676124167442321,0.9954512119293213,-0.008896067212335766,0.0017271603737026454,0.00034640000000000007
300000,300000,0.014420025,0.0802099609375,-0.5335329532623291,0.9965590834617615,-0.010272236007731408,0.001368816570029594,0.0003208
350000,350000,0.012146108,0.0697265625,-0.4832500207424164,0.9973815083503723,-0.01055788428755477,0.0010843658196972683,0.0002824
400000,400000,0.011443883,0.0834375,-0.49718194633722307,0.9976046085357666,-0.009304031091742217,0.0009256560582434759,0.0002568
450000,450000,0.010562414,0.0775341796875,-0.4739900404214859,0.9974993467330933,-0.009696587531361728,0.0008898584573762492,0.0002312
500000,500000,0.011781521,0.0732568359375,-0.4311347189545631,0.9978200197219849,-0.010018573796842248,0.0008811662794323638,0.00019280000000000002
550000,550000,0.008744614,0.06255859375,-0.42648977547883987,0.99771648645401,-0.010177632137201726,0.0008152055385289714,0.00016720000000000003
600000,600000,0.008661145,0.05791015625,-0.41928206384181976,0.9980757236480713,-0.010204169610515236,0.0007234258146490901,0.00012880000000000004
650000,650000,0.00690253,0.041083984375,-0.42284406661987306,0.9983400702476501,-0.009159586664754898,0.0006223226594738663,0.00010320000000000001
700000,700000,0.006111086,0.042353515625,-0.39506599456071856,0.9982209205627441,-0.008071315318811684,0.0006445701199118048,6.480000000000003e-05
750000,750000,0.0051437677,0.026201171875,-0.3928720459342003,0.9982657432556152,-0.006941565959714353,0.0006489897589199245,3.920000000000001e-05
800000,800000,5.734191e-05,0.0,-0.39725825160741807,0.9985737800598145,-0.00027472441550344226,0.0006144212244544178,8.000000000000229e-07
