#{"t_start": 1789963997.1661818, "env_id": "None"}
r,l,t
-67338.928283,601,41.162129
-66364.869223,601,59.415588
-64860.386592,601,82.415283
-66253.649072,601,100.029332
-65298.441495,601,123.237013
-66040.918863,601,142.037062
-65928.553623,601,165.174707
-65911.676228,601,182.288238
-66447.016911,601,205.423333
-65419.463559,601,224.27143
-65619.751782,601,247.704555
-65774.646923,601,265.197792
-65720.211426,601,288.413802
-66273.36141,601,307.525893
-66601.048213,601,330.793195
-66582.51306,601,348.563323
-67986.06252,601,366.140638
-70872.569795,601,391.214309
-66485.677494,601,408.958555
-67967.118528,601,432.332685
-69893.689345,601,450.197393
-67147.355279,601,474.2081
-66091.427241,601,492.732853
-71765.932568,601,516.178765
-67625.124917,601,533.891292
-67675.168624,601,557.779685
-70416.173627,601,577.603888
-68788.722131,601,601.046614
-68875.613138,601,618.941366
-73016.88063,601,642.608416
-69035.131945,601,661.907421
-72185.233061,601,685.224919
-72409.407613,601,702.707906
-69266.673907,601,720.328562
-72500.527578,601,745.670087
-68853.168659,601,763.360558
-69854.523926,601,786.915076
-70306.633259,601,804.50595
-67793.327216,601,829.794063
-68313.921903,601,847.518586
-69974.714483,601,871.042749
-68321.924321,601,888.946004
-69754.451785,601,914.48326
-69881.739226,601,932.340615
-68027.356712,601,955.856485
-69740.672665,601,973.647533
-71716.770669,601,999.0347
-68040.711382,601,1017.06399
-67368.551422,601,1040.701385
-68203.784903,601,1058.709142
-68744.1111,601,1077.868923
-67576.885661,601,1102.415969
-66435.128122,601,1120.314267
-67709.646153,601,1143.471823
-67612.869794,601,1161.465466
-68249.648267,601,1186.12537
-67565.113852,601,1203.550536
-68982.538949,601,1227.076384
-66830.690545,601,1244.657908
-67291.495778,601,1270.072021
-67186.194416,601,1287.708793
-68119.533032,601,1311.081766
-66720.764681,601,1328.926385
-66800.983584,601,1354.247519
-67774.711034,601,1372.349951
-67314.352609,601,1390.502248
-67085.486476,601,1414.237153
-66477.538148,601,1434.459255
-68206.083543,601,1458.254982
-66648.417732,601,1476.127981
-68010.487909,601,1499.402333
-69439.000666,601,1518.9498
-68696.679749,601,1543.00109
-69832.380129,601,1560.873289
-67491.115936,601,1584.359007
-67014.884206,601,1603.540528
-67509.250378,601,1627.535748
-67496.400246,601,1645.447552
-67653.31469,601,1669.067531
-68919.314972,601,1687.4844
-66930.2621,601,1712.319521
-67405.469948,601,1730.080866
-66665.664857,601,1747.80948
-67576.582182,601,1772.172702
-66456.945712,601,1791.168447
