#{"t_start": 1789964001.231686, "env_id": "None"}
r,l,t
-70381.676017,601,37.096625
-66710.731559,601,55.351079
-65016.144066,601,78.349779
-66130.626496,601,95.963828
-66736.521116,601,119.170509
-65686.41332,601,137.971557
-66092.162528,601,161.108198
-66592.345527,601,178.222733
-65977.40351,601,201.357829
-66040.645259,601,220.205926
-65677.008002,601,243.638036
-68822.950377,601,261.132287
-68735.554851,601,284.348298
-67930.567149,601,303.460389
-66958.322696,601,326.726669
-68019.74168,601,344.498823
-65991.887465,601,362.075134
-67635.436357,601,387.148805
-68126.482997,601,404.89305
-69789.75742,601,428.268181
-67069.851176,601,446.132893
-65967.209056,601,470.142595
-66676.309311,601,488.666348
-68303.801607,601,512.114264
-67433.698095,601,529.825788
-68851.181994,601,553.71418
-75065.628467,601,573.538384
-70591.168317,601,596.981109
-68829.60585,601,614.874863
-69608.547428,601,638.543914
-69734.155785,601,657.841917
-69721.173085,601,681.157418
-73536.649902,601,698.642402
-72056.658773,601,716.265058
-68440.76696,601,741.604583
-72206.827583,601,759.296054
-70033.811283,601,782.849572
-69786.389476,601,800.441438
-69858.792979,601,825.728559
-69044.208787,601,843.453082
-69876.426511,601,866.978249
-68634.300489,601,884.8805
-68934.097818,601,910.418756
-67807.438208,601,928.275111
-68690.406926,601,951.792079
-69458.032789,601,969.583031
-68859.090411,601,994.969196
-67989.935943,601,1012.998486
-66683.38729,601,1036.637878
-66982.57558,601,1054.643638
-67496.143044,601,1073.803419
-68483.774578,601,1098.350465
-70836.52594,601,1116.249733
-68295.962789,601,1139.406318
-68632.371314,601,1157.399961
-67334.211881,601,1182.05885
-67999.148676,601,1199.48602
-68115.712911,601,1223.010879
-67055.113842,601,1240.592403
-68042.759394,601,1266.006516
-68547.820273,601,1283.644288
-67092.121034,601,1307.017256
-67157.079342,601,1324.860881
-68706.934054,601,1350.183014
-68248.475992,601,1368.285444
-66961.738587,601,1386.436744
-67476.862379,601,1410.171649
-66872.880982,601,1430.39375
-66974.599835,601,1454.19048
-68206.22237,601,1472.062477
-67771.85626,601,1495.337831
-68654.279282,601,1514.884295
-68573.20756,601,1538.935585
-67293.624297,601,1556.808769
-67137.868853,601,1580.292503
-68436.826966,601,1599.476032
-67113.281886,601,1623.471243
-66532.479452,601,1641.383029
-67486.925149,601,1665.002027
-67269.050746,601,1683.419892
-67270.468937,601,1708.25502
-68088.017759,601,1726.016359
-67268.433792,601,1743.744975
-69312.085424,601,1768.109196
-66807.040457,601,1787.102942
