stage,method,method_name,topology,train_step,n_eval_seeds,ATT_mean,ATT_std,AWT_mean,AWT_std,AGT_access_mean,AGT_access_std,AFT_mean,AFT_std,completion_rate_mean,completion_rate_std,backlog_mean,backlog_std,system_person_minutes_per_passenger_mean,system_person_minutes_per_passenger_std,travel_p90_mean,travel_p90_std,policy_entropy_normalized_mean,policy_entropy_normalized_std,mean_policy_max_prob_mean,mean_policy_max_prob_std,action_0_share_mean,action_1_share_mean,action_2_share_mean,action_3_share_mean,action_4_share_mean,action_5_share_mean,SPF_Jsys_per_passenger,gap_vs_SPF_pct,STTF_Jsys_per_passenger,gap_vs_STTF_pct,QTTI2_Jsys_per_passenger,gap_vs_QTTI2_pct,best_rule_name,best_rule_Jsys_per_passenger,gap_vs_best_rule_pct
J1,M0,RESIDUAL,T2,50000,3,252.7307692307692,2.842170943040401e-14,227.7307692307692,2.842170943040401e-14,6.0,0.0,19.0,0.0,0.3466666666666667,0.0,196.0,0.0,346.91,0.0,449.3999999999999,5.684341886080802e-14,0.994245936080774,0.0,0.2097507162816116,0.0,0.0,0.0,0.0,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,,nan,nan
J1,M0,RESIDUAL,T2,100000,3,244.17307692307693,0.0,218.7692307692308,2.842170943040401e-14,6.076923076923077,0.0,19.423076923076923,0.0,0.3466666666666667,0.0,196.0,0.0,343.9433333333333,0.0,429.40000000000003,0.0,0.9662954721279217,1.1102230246251565e-16,0.27043622456949684,0.0,0.0,0.018302828618968387,0.0,0.0,0.07154742096505824,0.9101497504159733,nan,nan,nan,nan,nan,nan,,nan,nan
J1,M0,RESIDUAL,T2,150000,3,199.7377049180328,0.0,172.99180327868854,0.0,6.540983606557378,8.881784197001252e-16,20.57377049180328,0.0,0.4066666666666667,0.0,178.0,0.0,318.22,0.0,449.8999999999999,5.684341886080802e-14,0.907380903172475,1.1102230246251565e-16,0.3467363262434371,0.0,0.0,0.12479201331114809,0.0,0.023294509151414306,0.2895174708818636,0.562396006655574,nan,nan,nan,nan,nan,nan,,nan,nan
J1,M0,RESIDUAL,T2,200000,3,182.29906542056074,0.0,155.00934579439252,0.0,6.803738317757009,0.0,20.869158878504674,0.0,0.3566666666666667,0.0,193.0,0.0,332.0366666666667,0.0,471.20000000000005,0.0,0.8790478620388148,0.0,0.3790783235019138,0.0,0.0,0.12312811980033278,0.0,0.04159733777038269,0.32945091514143093,0.5058236272878536,nan,nan,nan,nan,nan,nan,,nan,nan
J1,M0,RESIDUAL,T2,250000,3,118.76288659793813,1.4210854715202004e-14,91.02061855670104,0.0,6.927835051546392,0.0,21.35051546391752,3.552713678800501e-15,0.3233333333333333,0.0,203.0,0.0,326.11333333333334,0.0,392.6000000000001,5.684341886080802e-14,0.8527048845930065,0.0,0.40129946467285355,5.551115123125783e-17,0.0,0.10981697171381032,0.0,0.043261231281198,0.3510815307820299,0.49584026622296173,nan,nan,nan,nan,nan,nan,,nan,nan
J1,M0,RESIDUAL,T2,300000,3,80.0,0.0,51.89010989010989,0.0,7.1098901098901095,0.0,21.54945054945055,0.0,0.30333333333333334,0.0,209.0,0.0,324.6433333333333,0.0,207.0,0.0,0.8384076133991769,0.0,0.4027331047714649,0.0,0.0,0.13477537437603992,0.0,0.07321131447587355,0.33943427620632277,0.4525790349417637,nan,nan,nan,nan,nan,nan,,nan,nan
J1,M0,RESIDUAL,T2,350000,3,50.84,0.0,22.64,0.0,7.066666666666666,0.0,21.72,0.0,0.25,0.0,225.0,0.0,342.0,0.0,115.00000000000034,0.0,0.8103458959171191,0.0,0.39652313646579945,5.551115123125783e-17,0.0,0.1064891846921797,0.0,0.08485856905158069,0.2795341098169717,0.5291181364392679,nan,nan,nan,nan,nan,nan,,nan,nan
J1,M0,RESIDUAL,T2,400000,3,68.44303797468355,0.0,40.835443037974684,0.0,6.772151898734177,0.0,21.37974683544304,3.552713678800501e-15,0.2633333333333333,0.0,221.0,0.0,337.14666666666665,0.0,185.19999999999996,2.842170943040401e-14,0.7945757399249597,0.0,0.4111948653485335,5.551115123125783e-17,0.0,0.10981697171381032,0.0,0.4242928452579035,0.3144758735440932,0.15141430948419302,nan,nan,nan,nan,nan,nan,,nan,nan
J1,M0,RESIDUAL,T2,450000,3,69.37837837837837,0.0,41.2972972972973,0.0,7.202702702702703,0.0,21.43243243243243,0.0,0.24666666666666667,0.0,226.0,0.0,344.75666666666666,0.0,175.5000000000001,0.0,0.7846988859122956,0.0,0.43115052251073954,5.551115123125783e-17,0.0,0.09484193011647253,0.0,0.08985024958402661,0.6522462562396006,0.16306156405990016,nan,nan,nan,nan,nan,nan,,nan,nan
J1,M0,RESIDUAL,T2,500000,3,59.03947368421053,0.0,30.776315789473685,0.0,7.276315789473684,0.0,21.57894736842105,0.0,0.25333333333333335,0.0,224.0,0.0,341.7866666666667,0.0,138.0,0.0,0.7595949132153739,0.0,0.4939940111609346,0.0,0.0,0.13976705490848584,0.0,0.06655574043261231,0.632279534109817,0.16139767054908485,nan,nan,nan,nan,nan,nan,,nan,nan
