milestone,model_num_timesteps,approx_kl,clip_fraction,entropy_loss,explained_variance,policy_gradient_loss,value_loss,learning_rate
50000,50000,0.012042646,0.0927392578125,-1.7597151231765746,0.038354456424713135,-0.009043732876889407,0.040549817839637396,0.0004744
100000,100000,0.016631618,0.100263671875,-1.706847380399704,0.8860453367233276,-0.011284405826590954,0.0139967389870435,0.0004488
150000,150000,0.0139763085,0.10775390625,-1.6587991178035737,0.9791556000709534,-0.01583086034283042,0.005183357610367239,0.0004104
200000,200000,0.015706608,0.1147509765625,-1.5790807628631591,0.9884952902793884,-0.017159862576518206,0.0038698769942857327,0.00038480000000000003
250000,250000,0.016087461,0.116259765625,-1.4752264714241028,0.9903699159622192,-0.01800128054106608,0.004146994452457875,0.00034640000000000007
300000,300000,0.01603815,0.120146484375,-1.4364796209335327,0.994154691696167,-0.020584059569519014,0.0031094429129734633,0.0003208
350000,350000,0.016672824,0.1206396484375,-1.3706807351112367,0.9948289394378662,-0.023849859698675573,0.0036924047023057936,0.0002824
400000,400000,0.015903505,0.1098828125,-1.3491568613052367,0.9946758151054382,-0.020849924499634652,0.003371624257415533,0.0002568
450000,450000,0.01648119,0.113193359375,-1.329552971124649,0.9961039423942566,-0.022257233560085295,0.0028725744830444457,0.0002312
500000,500000,0.017016996,0.109638671875,-1.35205912232399,0.9918798804283142,-0.02134639792377129,0.0034612752171233295,0.00019280000000000002
550000,550000,0.020006904,0.1299951171875,-1.3550921165943146,0.9931008815765381,-0.021216381168924273,0.0028390761045739054,0.00016720000000000003
600000,600000,0.0141554745,0.0891162109375,-1.333753206729889,0.9943504333496094,-0.01901327954372391,0.0025111612817272544,0.00012880000000000004
650000,650000,0.015611787,0.091611328125,-1.2736589586734772,0.9932369589805603,-0.017152098482474686,0.0026194210280664266,0.00010320000000000001
700000,700000,0.01070127,0.06685546875,-1.1784872317314148,0.9904158711433411,-0.013266585660167038,0.003042940830346197,6.480000000000003e-05
750000,750000,0.0089306,0.04505859375,-1.1917398762702942,0.9909949898719788,-0.0109326110384427,0.0036964641348458827,3.920000000000001e-05
800000,800000,0.00011900227,0.0,-1.2031253325939177,0.9890515208244324,-0.0003915913606761023,0.005720103355124593,8.000000000000229e-07
