#{"t_start": 1789926606.495235, "env_id": "None"}
r,l,t
-62012.596797,601,36.712739
-60730.333945,601,44.80013
-59449.411246,601,54.045718
-53147.658304,601,62.789827
-50763.856967,601,72.777179
-62102.30264,601,81.413836
-49604.129902,601,91.382782
-51046.346563,601,99.579751
-51183.632077,601,108.958086
-46641.612004,601,117.086598
-43577.048042,601,126.782348
-47758.863134,601,134.86558
-41943.023209,601,144.544384
-43885.507149,601,152.836524
-44913.602934,601,162.318712
-44924.881711,601,170.011495
-42564.865995,601,178.373373
-40884.316648,601,187.79495
-39475.074013,601,196.470008
-43706.655861,601,206.671374
-45006.263131,601,215.197859
-42952.135313,601,224.743931
-39882.76185,601,232.676347
-47731.338171,601,241.893515
-40766.581971,601,250.534791
-35839.425485,601,259.951406
-38197.480111,601,268.073524
-38809.049721,601,278.042966
-37980.164687,601,285.772844
-41408.618488,601,295.683306
-36803.205001,601,303.096963
-35072.725901,601,313.291008
-39793.738687,601,320.826848
-36788.091378,601,328.951831
-36243.992323,601,337.912609
-36236.088092,601,345.501202
-36173.987962,601,354.554054
-36057.77232,601,362.936433
-34959.960854,601,372.681951
-34147.357088,601,380.533664
-35452.604383,601,390.202833
-38412.479929,601,397.87625
-35220.288038,601,407.422677
-35932.376451,601,414.865045
-36098.412201,601,423.499878
-35035.210032,601,431.36774
-35281.674327,601,440.595928
-35498.549076,601,448.098207
-34021.329091,601,457.255824
-34137.505148,601,465.01999
-34782.098277,601,472.581712
-36326.40776,601,481.979962
-35584.475896,601,489.867431
-35852.638794,601,499.449742
-34765.745209,601,507.249562
-35456.180864,601,516.395003
-35207.839969,601,524.109805
-36389.857855,601,533.207169
-35330.443078,601,540.449912
-35748.226459,601,549.988555
-36184.63015,601,557.567959
-36201.782361,601,566.850623
-36936.557722,601,575.223192
-36172.205934,601,585.160818
-37978.080443,601,593.468138
-36813.912161,601,601.735372
-37123.668711,601,610.557932
-36176.699769,601,618.018465
-37091.96402,601,627.092176
-36266.761242,601,634.159517
-37713.824676,601,642.960781
-37002.148698,601,650.476468
-36892.246057,601,658.902665
-37925.555094,601,665.881173
-40666.89057,601,674.849468
-38923.336971,601,681.886694
-39129.745467,601,690.836565
-37949.958883,601,698.274483
-38637.759998,601,707.058575
-37710.470834,601,714.32307
-37897.484748,601,723.783939
-38362.675625,601,731.741881
-38664.734854,601,738.339947
-39456.786595,601,746.823137
-40881.17429,601,754.283137
