milestone,model_num_timesteps,approx_kl,clip_fraction,entropy_loss,explained_variance,policy_gradient_loss,value_loss,learning_rate
50000,50000,0.0167354,0.0189501953125,-1.7779553472995757,0.21927589178085327,-0.0024618800391908737,0.04736006260849535,0.0004744
100000,100000,0.013852713,0.025400390625,-1.6639273929595948,0.862019956111908,-0.0020190930808894336,0.010169227002188563,0.0004488
150000,150000,0.006475334,0.0272265625,-1.6366962110996246,0.9753329157829285,-0.002577766394242644,0.005785602019168437,0.0004104
200000,200000,0.0061811726,0.0291845703125,-1.561688413619995,0.985488772392273,-0.003545609721913934,0.0038584256265312435,0.00038480000000000003
250000,250000,0.012573378,0.03966796875,-1.5538150155544281,0.9909780621528625,-0.007699277778156102,0.004063791777007282,0.00034640000000000007
300000,300000,0.01125373,0.0418212890625,-1.5689622581005096,0.9947720170021057,-0.010175294633954763,0.0028857843088917435,0.0003208
350000,350000,0.015367081,0.075146484375,-1.540207282304764,0.9947471618652344,-0.01739810757339001,0.003038987684994936,0.0002824
400000,400000,0.014280438,0.0750732421875,-1.4908607995510101,0.9954125881195068,-0.018229478837456556,0.002592492583207786,0.0002568
450000,450000,0.016022269,0.08900390625,-1.4909186995029449,0.9954557418823242,-0.018803683863952755,0.0024902456649579107,0.0002312
500000,500000,0.0163521,0.078525390625,-1.5254653871059418,0.9905005693435669,-0.016737196480389686,0.002932019985746592,0.00019280000000000002
550000,550000,0.010969996,0.0692919921875,-1.5102044975757598,0.9874553680419922,-0.013580286973156035,0.002899287648033351,0.00016720000000000003
600000,600000,0.00987102,0.0434228515625,-1.4518660604953766,0.9908483028411865,-0.011273516733199358,0.0018900123448111117,0.00012880000000000004
650000,650000,0.008443482,0.038232421875,-1.4326126885414123,0.9940304160118103,-0.012689301171340048,0.0013011613732669502,0.00010320000000000001
700000,700000,0.007981474,0.035166015625,-1.3889260613918304,0.9938735365867615,-0.010686852098442614,0.0013198505493346602,6.480000000000003e-05
750000,750000,0.0053998567,0.026064453125,-1.3615891337394714,0.993576169013977,-0.009137466290267184,0.0012563486525323242,3.920000000000001e-05
800000,800000,9.94934e-05,0.0,-1.3109672963619232,0.9939494132995605,-0.00039803161285817623,0.0011425807845080271,8.000000000000229e-07
