milestone,model_num_timesteps,approx_kl,clip_fraction,entropy_loss,explained_variance,policy_gradient_loss,value_loss,learning_rate
50000,50000,0.013796608,0.0704052734375,-0.6774181133508682,0.6364471912384033,-0.005397835476323962,0.022034957660362123,0.0004744
100000,100000,0.007358674,0.0398388671875,-0.6530925637483597,0.944109320640564,-0.0032427096017636358,0.013856981950812041,0.0004488
150000,150000,0.006904199,0.0434619140625,-0.6004428052902222,0.9810152649879456,-0.006163624804466963,0.0048036825167946514,0.0004104
200000,200000,0.009980661,0.0571826171875,-0.5774491751194,0.9873457551002502,-0.006575129367411137,0.004075447008945048,0.00038480000000000003
250000,250000,0.0090884995,0.0706103515625,-0.5366713744401932,0.9893598556518555,-0.006667747877072543,0.0027162193821277467,0.00034640000000000007
300000,300000,0.010080354,0.0629345703125,-0.5093878751993179,0.9944556355476379,-0.0074342377029825,0.001680493241874501,0.0003208
350000,350000,0.011068037,0.06712890625,-0.47118520438671113,0.9971545338630676,-0.007857433082535862,0.0010816925053950398,0.0002824
400000,400000,0.009922382,0.0577294921875,-0.45563343554735186,0.9974249601364136,-0.007479688404127955,0.0011407017841702327,0.0002568
450000,450000,0.0087466845,0.048837890625,-0.4652075472474098,0.9973689913749695,-0.008696173913776875,0.0010081340034957976,0.0002312
500000,500000,0.009128322,0.049111328125,-0.4485616859793663,0.997198224067688,-0.00702955654123798,0.0008700248028617353,0.00019280000000000002
550000,550000,0.010520348,0.0556591796875,-0.4718631616234779,0.9951484203338623,-0.009551116463262588,0.0011236737301805989,0.00016720000000000003
600000,600000,0.008380907,0.046787109375,-0.42311598002910616,0.994098961353302,-0.00852802088484168,0.0013397926662582903,0.00012880000000000004
650000,650000,0.010440481,0.0475341796875,-0.40931886821985247,0.9948439598083496,-0.008457178752869367,0.0012862300977576524,0.00010320000000000001
700000,700000,0.005070328,0.0260498046875,-0.37288368612527845,0.9961990714073181,-0.007535529588349164,0.0009229472815059126,6.480000000000003e-05
750000,750000,0.004431176,0.0222705078125,-0.36264321714639663,0.9966583847999573,-0.006085749285994098,0.0008516756311291829,3.920000000000001e-05
800000,800000,0.00013764566,0.0,-0.3445288249850273,0.9974952936172485,-0.0002934666920918971,0.0007487319019855932,8.000000000000229e-07
