milestone,model_num_timesteps,approx_kl,clip_fraction,entropy_loss,explained_variance,policy_gradient_loss,value_loss,learning_rate
50000,50000,0.006747894,0.034306640625,-0.6729059851169586,0.33318495750427246,-0.003666827268898487,0.01914181383792311,0.0004744
100000,100000,0.011969196,0.0457861328125,-0.6612678962945938,0.8367401957511902,-0.004608930945396423,0.01053672457812354,0.0004488
150000,150000,0.009504831,0.0672314453125,-0.6413663965463638,0.9346810579299927,-0.006638889471068978,0.004227386852726341,0.0004104
200000,200000,0.011593082,0.05759765625,-0.6115973794460297,0.9512577056884766,-0.007698131646029651,0.002032559709623456,0.00038480000000000003
250000,250000,0.008965969,0.0625244140625,-0.5590656119585037,0.9580667018890381,-0.00832435923628509,0.0012038226652657613,0.00034640000000000007
300000,300000,0.010212323,0.0608935546875,-0.5350036972761154,0.973738431930542,-0.010127018787898123,0.0007614713627845049,0.0003208
350000,350000,0.013665251,0.075341796875,-0.5190862146019936,0.9720079898834229,-0.010824611892458052,0.0006283139591687359,0.0002824
400000,400000,0.0077620456,0.0565283203125,-0.5321891772747039,0.9737743139266968,-0.012434038759674877,0.0006021549849538132,0.0002568
450000,450000,0.00943547,0.05982421875,-0.5232059833407402,0.9767355918884277,-0.013215630075428635,0.000488451735873241,0.0002312
500000,500000,0.014445992,0.0789208984375,-0.4988972869515419,0.9830371141433716,-0.013109862538985908,0.0005525912239681929,0.00019280000000000002
550000,550000,0.012360115,0.0706103515625,-0.487374432682991,0.9771890640258789,-0.012523502649273724,0.0004986742863547989,0.00016720000000000003
600000,600000,0.009615838,0.0541455078125,-0.4752436104416847,0.979952335357666,-0.01233860649401322,0.00043166483053937556,0.00012880000000000004
650000,650000,0.009076254,0.0424072265625,-0.48485033750534057,0.9847537875175476,-0.008816101087722928,0.00045619589131092655,0.00010320000000000001
700000,700000,0.0072415257,0.03296875,-0.4682287123799324,0.9769384860992432,-0.009350167703814805,0.0005351246177451685,6.480000000000003e-05
750000,750000,0.008027154,0.0330517578125,-0.47815769761800764,0.9769847393035889,-0.007326209682505577,0.0005100911564659327,3.920000000000001e-05
800000,800000,0.00016960394,0.0,-0.45821392387151716,0.9853207468986511,-0.00039667356526479125,0.0005021888346527703,8.000000000000229e-07
