milestone,model_num_timesteps,approx_kl,clip_fraction,entropy_loss,explained_variance,policy_gradient_loss,value_loss,learning_rate
50000,50000,0.01217441,0.0673779296875,-0.6480312490463257,0.6818199157714844,-0.005430127675645054,0.023353571561165153,0.0004744
100000,100000,0.012490997,0.076689453125,-0.6278131330013275,0.9621762633323669,-0.0048516511823982,0.004394691397901624,0.0004488
150000,150000,0.0074034133,0.0288525390625,-0.49695268779993057,0.9793721437454224,-0.003174117240123451,0.00512261655763723,0.0004104
200000,200000,0.004958573,0.039365234375,-0.4711302861571312,0.980115532875061,-0.002321934320498258,0.0031628849124535918,0.00038480000000000003
250000,250000,0.0042798156,0.0221728515625,-0.45230754852294924,0.9844551086425781,-0.002580833958927542,0.004119725031778217,0.00034640000000000007
300000,300000,0.005602873,0.0304345703125,-0.49393985778093336,0.9894469380378723,-0.0025575976073741913,0.003552101694513112,0.0003208
350000,350000,0.005098625,0.0334716796875,-0.4558326628804207,0.9926701188087463,-0.003884178763255477,0.0029536385438404976,0.0002824
400000,400000,0.0034288194,0.021181640625,-0.44226759403944016,0.9912158250808716,-0.0028822233132086692,0.0030614191270433365,0.0002568
450000,450000,0.0048061535,0.02732421875,-0.44496352642774584,0.9907465577125549,-0.002841852898709476,0.003879464054480195,0.0002312
500000,500000,0.004707926,0.029248046875,-0.41531040221452714,0.9948380589485168,-0.003926733753178269,0.0025061303842812774,0.00019280000000000002
550000,550000,0.005090519,0.0280029296875,-0.4741538378596306,0.9954094886779785,-0.0033338089438620954,0.0018361277575604617,0.00016720000000000003
600000,600000,0.009940933,0.044814453125,-0.5221994590759277,0.9963207244873047,-0.005262928896117955,0.0014237097615841777,0.00012880000000000004
650000,650000,0.0070497124,0.027333984375,-0.5244648015499115,0.9972696304321289,-0.004704673793166875,0.0012157990061677992,0.00010320000000000001
700000,700000,0.0064295284,0.03095703125,-0.5038568803668022,0.9980618953704834,-0.005382702434435487,0.0010616619524080307,6.480000000000003e-05
750000,750000,0.0050199,0.0137890625,-0.5060235899686814,0.9981388449668884,-0.003274281781632453,0.0010108673304785043,3.920000000000001e-05
800000,800000,0.00010168455,0.0,-0.45785974502563476,0.9969483017921448,-0.0002060683979652822,0.0013970817078370601,8.000000000000229e-07
