milestone,model_num_timesteps,approx_kl,clip_fraction,entropy_loss,explained_variance,policy_gradient_loss,value_loss,learning_rate
50000,50000,0.012850953,0.036455078125,-0.6607536029815674,0.6388503909111023,-0.0035391848464496434,0.033545510000549256,0.0004744
100000,100000,0.011953634,0.0569775390625,-0.6607484084367752,0.9534652233123779,-0.0053829064045567065,0.0068113018688745796,0.0004488
150000,150000,0.013530085,0.0801025390625,-0.5996418941020966,0.9883754253387451,-0.010361384076531976,0.0033036254229955376,0.0004104
200000,200000,0.010663972,0.06669921875,-0.5486855071783066,0.9923555850982666,-0.008040752694942057,0.003353259206051007,0.00038480000000000003
250000,250000,0.009875323,0.0674072265625,-0.48247395515441893,0.9941318035125732,-0.010244441372342407,0.001876750293886289,0.00034640000000000007
300000,300000,0.0146623105,0.0761572265625,-0.4787888103723526,0.9953514933586121,-0.00906459343386814,0.001471326609607786,0.0003208
350000,350000,0.011128882,0.0703759765625,-0.4425950449705124,0.9952601790428162,-0.009386487295851112,0.0016353408817667515,0.0002824
400000,400000,0.009713566,0.0546826171875,-0.4373358443379402,0.9943738579750061,-0.008140858237165958,0.0016875762771815061,0.0002568
450000,450000,0.008936579,0.058212890625,-0.4585372334718704,0.9943131804466248,-0.007136856869328767,0.0025479771464597435,0.0002312
500000,500000,0.009505679,0.0498779296875,-0.45016309559345247,0.9947887063026428,-0.006375022316351533,0.0018509017839096486,0.00019280000000000002
550000,550000,0.007264725,0.0412548828125,-0.4549144521355629,0.9943689107894897,-0.00674623845727183,0.0022953240817878396,0.00016720000000000003
600000,600000,0.0053783613,0.03525390625,-0.4538569271564484,0.9919229745864868,-0.004050200614146888,0.002675340969581157,0.00012880000000000004
650000,650000,0.0058574653,0.024169921875,-0.40004019767045973,0.9894307255744934,-0.0031425874796696006,0.0038586850790306927,0.00010320000000000001
700000,700000,0.005630031,0.0370947265625,-0.37132672756910323,0.9912714958190918,-0.004421972730197013,0.0036217100056819616,6.480000000000003e-05
750000,750000,0.0027318024,0.011572265625,-0.36680730640888215,0.9909675717353821,-0.002159358540084213,0.003451268521603197,3.920000000000001e-05
800000,800000,0.0005066276,0.0,-0.331195949614048,0.9909988641738892,-0.0002662953420076519,0.004821763206273318,8.000000000000229e-07
