row,row_name,method,method_name,final_step,final_Jsys,final_ATT,final_completion,best_step,best_Jsys,late_Jsys_mean,late_Jsys_std,late_ATT_mean,late_completion_mean
E2,TURNAROUND_LQ,M4,SHARED_UQ_AC,800000,219.54666666666665,202.89922480620154,0.86,650000,118.89,151.68266666666665,35.89370557013521,148.35317829457364,0.9720000000000001
E4,TURNAROUND_CHARGE_LQ,M0,RESIDUAL,800000,261.0466666666667,234.78923766816146,0.7433333333333333,100000,223.34,260.9526666666667,0.5921688948264628,234.09983114620414,0.7406666666666666
E4,TURNAROUND_CHARGE_LQ,M1,SHARED,800000,237.23,209.65677966101694,0.7866666666666666,600000,231.87666666666667,236.46466666666666,3.9092656883642745,208.80777163550175,0.784
E4,TURNAROUND_CHARGE_LQ,M2,SHARED_UQ,800000,267.4533333333333,211.74879227053142,0.69,300000,220.39333333333335,256.116,16.577813071156946,221.62338910345775,0.7466666666666667
E4,TURNAROUND_CHARGE_LQ,M3,SHARED_AC,800000,225.42,200.298755186722,0.8033333333333333,150000,222.16,223.988,0.8363003182004736,196.29092669432922,0.8026666666666668
E4,TURNAROUND_CHARGE_LQ,M4,SHARED_UQ_AC,800000,226.25666666666666,201.16597510373444,0.8033333333333333,450000,223.56000000000003,226.75933333333333,1.2482759666391443,201.1941648292505,0.7999999999999999
E5,TURNAROUND_CHARGE_TLOF_LQ,M0,RESIDUAL,800000,230.63333333333333,204.1983122362869,0.79,450000,224.02,228.93466666666663,1.7991054567324398,203.22439829336582,0.7966666666666666
E5,TURNAROUND_CHARGE_TLOF_LQ,M1,SHARED,800000,223.65,196.83817427385893,0.8033333333333333,800000,223.65,224.5786666666667,1.0494307451608633,196.82971579367697,0.8019999999999999
E5,TURNAROUND_CHARGE_TLOF_LQ,M2,SHARED_UQ,800000,225.06333333333336,198.51046025104606,0.7966666666666665,750000,224.34,224.76,0.28854423885737024,198.26880055788007,0.7986666666666667
E5,TURNAROUND_CHARGE_TLOF_LQ,M3,SHARED_AC,800000,229.86,202.5677966101695,0.7866666666666666,700000,224.19666666666663,225.87733333333335,2.058890100137572,199.5060487749758,0.7986666666666666
E5,TURNAROUND_CHARGE_TLOF_LQ,M4,SHARED_UQ_AC,800000,223.6833333333333,198.13692946058094,0.8033333333333333,400000,223.26333333333332,223.93733333333336,0.4706421145626531,198.21991701244815,0.8033333333333333
J0,JOINT_SEPARATE_PARALLEL,M0,RESIDUAL,800000,256.32666666666665,74.62406015037594,0.44333333333333336,500000,166.87333333333333,230.06066666666666,21.676644820328317,77.23512857628347,0.5213333333333333
J0,JOINT_SEPARATE_PARALLEL,M1,SHARED,800000,299.19,62.88073394495413,0.36333333333333334,50000,260.72333333333336,297.40666666666664,11.647091959416773,72.84153623796828,0.362
J0,JOINT_SEPARATE_PARALLEL,M2,SHARED_UQ,800000,271.30333333333334,55.37190082644628,0.4033333333333333,50000,177.8166666666667,269.71,5.894008634009434,41.252468958392704,0.404
J0,JOINT_SEPARATE_PARALLEL,M3,SHARED_AC,800000,376.01666666666665,44.19565217391304,0.15333333333333332,750000,351.7266666666667,365.568,8.051537768926146,53.438703836291495,0.17933333333333334
J0,JOINT_SEPARATE_PARALLEL,M4,SHARED_UQ_AC,800000,163.88333333333333,88.81531531531532,0.7399999999999999,800000,163.88333333333333,184.80733333333336,12.232693425588844,80.55684741102505,0.6559999999999999
J1,JOINT_UNIFIED_PARALLEL,M0,RESIDUAL,800000,332.64,68.6951219512195,0.2733333333333333,150000,318.22,325.89533333333327,4.014779695076679,71.3763710895561,0.29533333333333334
J1,JOINT_UNIFIED_PARALLEL,M1,SHARED,800000,378.41333333333336,43.45652173913044,0.15333333333333332,350000,319.87,363.41333333333336,9.050090238960799,61.345500405534935,0.19333333333333333
J1,JOINT_UNIFIED_PARALLEL,M2,SHARED_UQ,800000,352.42333333333335,105.84507042253522,0.23666666666666666,400000,318.16333333333336,349.61333333333334,2.5809300649184506,106.1043942014661,0.24466666666666667
J1,JOINT_UNIFIED_PARALLEL,M3,SHARED_AC,800000,225.78666666666666,63.22784810126583,0.5266666666666666,450000,164.91666666666666,206.34866666666667,11.325145787631662,66.78125060209432,0.5766666666666665
J1,JOINT_UNIFIED_PARALLEL,M4,SHARED_UQ_AC,800000,227.50333333333333,157.39795918367346,0.6533333333333333,800000,227.50333333333333,242.03866666666664,11.238815991415144,170.92910009533875,0.632
J2,JOINT_SEPARATE_SEQUENTIAL,M0,RESIDUAL,800000,224.37,58.17567567567568,0.49333333333333335,700000,129.05666666666667,171.48999999999998,33.900920931443736,93.29536630847365,0.7306666666666667
J2,JOINT_SEPARATE_SEQUENTIAL,M1,SHARED,800000,267.48333333333335,53.470588235294116,0.39666666666666667,750000,224.49666666666667,252.304,19.397223673047186,73.107444771228,0.4726666666666667
J2,JOINT_SEPARATE_SEQUENTIAL,M2,SHARED_UQ,800000,343.17,59.57333333333333,0.25,150000,310.8,340.3793333333333,5.6951282884779895,58.78014881548215,0.2586666666666667
J2,JOINT_SEPARATE_SEQUENTIAL,M3,SHARED_AC,800000,270.62333333333333,40.333333333333336,0.38999999999999996,650000,221.30000000000004,243.3213333333333,19.507849428712873,49.90441111022101,0.4726666666666667
J2,JOINT_SEPARATE_SEQUENTIAL,M4,SHARED_UQ_AC,800000,217.3066666666667,74.57471264367815,0.58,50000,112.27333333333333,223.39333333333335,8.624721831263109,79.49729184836238,0.5726666666666667
J3,JOINT_UNIFIED_SEQUENTIAL,M0,RESIDUAL,800000,344.7633333333333,45.875,0.24,500000,311.98333333333335,329.062,9.638349697375007,46.63544701422608,0.2813333333333333
J3,JOINT_UNIFIED_SEQUENTIAL,M1,SHARED,800000,239.4333333333333,69.86451612903225,0.5166666666666667,800000,239.4333333333333,252.79933333333332,15.095712474444893,80.43582604020247,0.4786666666666667
J3,JOINT_UNIFIED_SEQUENTIAL,M2,SHARED_UQ,800000,227.55333333333337,37.64935064935065,0.5133333333333333,700000,207.35333333333332,231.5653333333333,15.240756557482452,53.85682597845759,0.5246666666666666
J3,JOINT_UNIFIED_SEQUENTIAL,M3,SHARED_AC,800000,352.58666666666664,31.614035087719298,0.19000000000000003,650000,321.14666666666665,340.73266666666666,12.854747052267417,31.217039730473726,0.21333333333333332
J3,JOINT_UNIFIED_SEQUENTIAL,M4,SHARED_UQ_AC,800000,284.4633333333333,31.491071428571427,0.37333333333333335,750000,266.87,299.2026666666667,26.544814551161497,31.699144214371483,0.354
