#{"t_start": 1789925783.7877176, "env_id": "None"}
r,l,t
-64211.036278,601,14.793667
-57672.874973,601,21.408731
-61228.980977,601,29.652112
-51667.972387,601,37.106604
-51960.588403,601,45.573986
-50173.709903,601,53.111919
-50523.800258,601,61.285117
-52146.836248,601,68.818756
-57828.592886,601,77.279727
-44829.83078,601,84.384563
-40429.834495,601,93.013874
-44558.143508,601,99.949209
-47054.471273,601,108.700864
-47796.289449,601,115.994528
-45535.676875,601,125.441114
-47735.630301,601,132.878695
-42901.554283,601,141.462864
-49135.058704,601,150.515309
-45246.715764,601,158.944336
-49803.743622,601,167.487969
-47654.446323,601,174.82672
-46426.598836,601,183.296735
-46050.784819,601,190.524627
-48700.238621,601,198.831295
-48608.843478,601,205.808075
-47844.00729,601,214.339148
-46598.843319,601,222.586708
-46524.346239,601,232.456395
-49107.59056,601,240.294589
-45581.172229,601,249.675778
-45821.818966,601,257.429744
-45776.797896,601,266.802327
-43817.479388,601,274.096498
-46614.80122,601,281.548865
-44745.959591,601,289.99719
-45864.681392,601,297.365819
-45200.226208,601,306.280055
-43739.832315,601,313.557112
-46972.349321,601,322.733242
-45558.910747,601,330.153408
-43395.597498,601,339.464042
-47535.607486,601,346.861795
-45965.237721,601,355.233241
-45272.452754,601,362.609643
-46376.350514,601,371.59629
-45927.64386,601,379.050666
-46878.06574,601,388.008676
-46375.685265,601,395.013422
-48576.606842,601,403.598345
-42971.827041,601,410.764744
-46137.148461,601,417.687542
-43209.185876,601,426.647813
-46339.416677,601,433.873808
-45192.331136,601,442.175607
-45978.117967,601,449.238825
-43547.626087,601,458.65498
-44757.366613,601,465.813893
-41193.044138,601,474.541145
-44084.073042,601,481.274396
-44342.685821,601,489.593724
-41794.585078,601,496.781404
-42549.417639,601,505.220515
-41297.93525,601,512.190742
-40481.174431,601,520.902616
-41988.489386,601,527.34981
-43100.54685,601,534.038763
-40758.093417,601,542.920445
-42702.6039,601,550.151147
-41049.801686,601,557.994272
-42656.018678,601,565.009435
-39229.57658,601,573.699503
-44605.103712,601,580.684902
-39004.59556,601,588.853104
-41759.108666,601,596.2057
-39866.126439,601,605.281204
-40722.531965,601,612.283928
-42586.123964,601,620.295549
-38900.147694,601,627.45098
-38378.941609,601,635.478461
-38614.669959,601,642.191359
-36820.196372,601,650.432347
-42710.236572,601,657.058466
-36026.243277,601,663.995109
-34611.103892,601,672.345736
-35999.056657,601,678.64554
