milestone,model_num_timesteps,approx_kl,clip_fraction,entropy_loss,explained_variance,policy_gradient_loss,value_loss,learning_rate
50000,50000,0.012063341,0.0224755859375,-0.678081881403923,0.6747114658355713,-0.003255788909737021,0.013207943746820092,0.0004744
100000,100000,0.00945154,0.0449560546875,-0.6559448474645615,0.948523998260498,-0.00675431638257578,0.006686967199202627,0.0004488
150000,150000,0.015366334,0.09576171875,-0.5978426539897919,0.9835749864578247,-0.010835135702509434,0.004952653665095568,0.0004104
200000,200000,0.0135477185,0.0861328125,-0.53217600107193,0.9887136816978455,-0.012205548700876534,0.003910922342911362,0.00038480000000000003
250000,250000,0.013619043,0.10041015625,-0.49420026302337644,0.9941374063491821,-0.00966652024188079,0.0024973397876601666,0.00034640000000000007
300000,300000,0.014140591,0.0944775390625,-0.47064055770635604,0.9961960911750793,-0.012035902896896005,0.0020502247917465865,0.0003208
350000,350000,0.010982537,0.0759765625,-0.4238999766111374,0.9979503154754639,-0.009893052546540276,0.001392189007019624,0.0002824
400000,400000,0.011222184,0.0689404296875,-0.4226338669657707,0.997814953327179,-0.010904395270626992,0.0014404325163923204,0.0002568
450000,450000,0.012136428,0.0780322265625,-0.4274320846796036,0.9979118704795837,-0.011620857797097414,0.0013478142465464772,0.0002312
500000,500000,0.009554377,0.0650537109375,-0.3706367161870003,0.9978679418563843,-0.009940176259260625,0.001481745718047023,0.00019280000000000002
550000,550000,0.010573728,0.0640966796875,-0.3952934855222702,0.9976983666419983,-0.011500207462813706,0.0014940329012461007,0.00016720000000000003
600000,600000,0.008130876,0.0495654296875,-0.3656479030847549,0.995215117931366,-0.010566918749827892,0.002244075848720968,0.00012880000000000004
650000,650000,0.007528954,0.046162109375,-0.3756223982572556,0.995553731918335,-0.010193224740214646,0.002063014064915478,0.00010320000000000001
700000,700000,0.006150122,0.034970703125,-0.36539221584796905,0.9960991144180298,-0.00826163265388459,0.0016580352862365544,6.480000000000003e-05
750000,750000,0.0052964673,0.025673828125,-0.37478010445833204,0.9962539672851562,-0.00735901874024421,0.0016316795209422707,3.920000000000001e-05
800000,800000,0.00018091113,0.0,-0.3753469130396843,0.9970952272415161,-0.0005420745862647891,0.0016172974288929255,8.000000000000229e-07
