#{"t_start": 1789988153.3452942, "env_id": "None"}
r,l,t
-42428.380873,601,13.266427
-42869.48507,601,19.930338
-42284.68686,601,28.187818
-43385.048035,601,34.66438
-43037.544151,601,42.739615
-42115.36589,601,49.423602
-41791.172766,601,57.750265
-39232.898992,601,64.369833
-44269.022631,601,72.290534
-45539.697263,601,79.17716
-43979.713728,601,87.113306
-43574.297668,601,93.501245
-41346.385069,601,101.480708
-38860.136424,601,108.43698
-41191.495065,601,116.573081
-44726.354449,601,122.911825
-41063.112287,601,129.404998
-42326.89658,601,137.47398
-42364.792211,601,144.485483
-40514.952112,601,152.601063
-35870.58069,601,159.157689
-42485.329336,601,167.161583
-41142.2189,601,174.40983
-45332.273632,601,182.493369
-35915.299326,601,189.094973
-43597.848251,601,197.272045
-44883.779273,601,204.655485
-41163.228763,601,212.901631
-41725.426675,601,219.48809
-41488.909781,601,227.771182
-39094.545379,601,235.019083
-39264.529029,601,243.189842
-40554.426142,601,249.958504
-45758.973988,601,256.762632
-39008.036731,601,265.752816
-42908.459077,601,272.460128
-37866.81183,601,281.057677
-35063.213835,601,287.847018
-36160.024593,601,297.421287
-43505.526297,601,304.458064
-43924.892663,601,313.108197
-37237.368046,601,320.325148
-32894.070274,601,329.643803
-34799.623491,601,336.904841
-33555.507591,601,346.050066
-43167.283244,601,353.171299
-36254.360212,601,362.043038
-37556.137812,601,369.8016
-38138.826581,601,378.886948
-34102.634431,601,385.892411
-40083.885869,601,392.954238
-38183.4137,601,402.466155
-39781.81891,601,409.551006
-39615.582428,601,418.496521
-35458.653901,601,425.688765
-37982.834832,601,435.267067
-37849.037621,601,442.261775
-37924.33757,601,450.742574
-38326.282452,601,457.886724
-36909.648465,601,467.519093
-34063.214403,601,474.65003
-41519.858592,601,483.269147
-43835.869309,601,490.06927
-35019.344045,601,499.12524
-33606.610703,601,506.05366
-32024.866781,601,512.79994
-35825.325767,601,521.224256
-37475.49688,601,528.239457
-30817.061908,601,537.44329
-32124.008153,601,544.029638
-30519.217414,601,552.316966
-36356.751096,601,558.748214
-34689.655899,601,567.697381
-28408.316697,601,574.188211
-31770.980797,601,582.379606
-34357.847213,601,588.727023
-30523.459742,601,597.334585
-29286.193674,601,603.687165
-29392.320051,601,611.787761
-30949.219487,601,618.183935
-26292.269772,601,627.155128
-28723.38459,601,633.69507
-27736.428528,601,640.223217
-25772.459349,601,648.507132
-28617.876197,601,655.618167
