#{"t_start": 1789979300.6399, "env_id": "None"}
r,l,t
-43448.924862,601,21.402425
-44225.561086,601,28.331084
-40247.383976,601,36.507087
-40252.58722,601,43.386678
-45706.666531,601,51.827071
-43767.079339,601,59.274298
-50161.725305,601,67.953049
-44957.333446,601,74.980806
-46183.27962,601,83.383207
-45756.420569,601,90.926649
-41401.538761,601,99.969346
-39931.706184,601,106.881647
-42258.293766,601,115.553529
-47954.925217,601,123.31297
-39916.889102,601,131.829959
-45765.186497,601,138.846057
-43718.832874,601,145.994854
-42256.388283,601,154.784624
-48400.996619,601,162.483619
-41114.605532,601,171.174822
-42257.376773,601,178.173341
-38110.983455,601,186.852931
-46382.224311,601,194.465329
-38128.915061,601,202.991579
-39838.670543,601,209.941935
-37082.788137,601,218.664601
-44464.117189,601,226.221601
-43449.607685,601,234.646514
-43708.858894,601,241.38248
-40996.603441,601,249.654686
-41684.651984,601,256.931136
-44229.453648,601,265.29757
-51643.472456,601,272.001798
-45933.528727,601,278.447143
-43765.469167,601,287.338498
-44234.803386,601,293.938249
-44189.498581,601,302.191176
-47252.121424,601,308.806652
-50183.858516,601,317.832844
-39496.065603,601,324.326097
-45244.775106,601,332.215041
-49614.381448,601,338.657474
-41238.664861,601,347.164826
-41203.054669,601,354.061656
-43803.286066,601,362.192062
-51707.586269,601,368.704763
-41122.881636,601,376.860998
-44403.268301,601,384.204817
-47788.384527,601,392.356844
-48350.064458,601,398.951938
-38299.787986,601,405.518108
-40365.355552,601,414.355239
-41958.059885,601,420.928357
-46626.3936,601,429.089187
-48197.71197,601,435.60042
-39138.173401,601,444.602169
-41549.241503,601,451.130205
-44840.96823,601,459.560443
-39032.812262,601,466.331945
-43252.064263,601,475.713816
-42994.334565,601,482.515213
-37910.88841,601,490.854281
-41080.180242,601,497.764096
-43203.658773,601,507.203986
-43482.36295,601,514.050992
-41290.945163,601,521.234549
-34126.731905,601,529.954824
-37790.591223,601,537.564757
-40267.480102,601,546.618277
-35072.911466,601,553.728466
-34505.780766,601,562.490127
-32283.077903,601,569.642897
-31391.938819,601,579.054063
-36581.73537,601,586.062225
-33759.407057,601,594.872762
-33203.716399,601,601.747315
-33190.635241,601,611.208712
-34606.825098,601,618.198061
-36691.662601,601,626.968603
-34208.930691,601,634.164616
-35233.458034,601,643.922409
-32775.688487,601,650.959157
-32883.527663,601,657.9896
-31256.802411,601,666.690447
-30845.974538,601,674.680144
