stage,method,method_name,topology,train_step,n_eval_seeds,ATT_mean,ATT_std,AWT_mean,AWT_std,AGT_access_mean,AGT_access_std,AFT_mean,AFT_std,completion_rate_mean,completion_rate_std,backlog_mean,backlog_std,system_person_minutes_per_passenger_mean,system_person_minutes_per_passenger_std,travel_p90_mean,travel_p90_std,policy_entropy_normalized_mean,policy_entropy_normalized_std,mean_policy_max_prob_mean,mean_policy_max_prob_std,action_0_share_mean,action_1_share_mean,action_2_share_mean,action_3_share_mean,action_4_share_mean,action_5_share_mean,SPF_Jsys_per_passenger,gap_vs_SPF_pct,STTF_Jsys_per_passenger,gap_vs_STTF_pct,QTTI2_Jsys_per_passenger,gap_vs_QTTI2_pct,best_rule_name,best_rule_Jsys_per_passenger,gap_vs_best_rule_pct
J0,M4,SHARED_UQ_AC,T2,50000,3,98.59999999999998,1.4210854715202004e-14,74.05714285714286,0.0,5.542857142857142,8.881784197001252e-16,19.0,0.0,0.11666666666666665,1.3877787807814457e-17,265.0,0.0,392.7,0.0,176.0,0.0,0.9851746541787975,1.1102230246251565e-16,0.21930569871491482,0.0,0.0,0.0,0.0,0.004991680532445923,0.632279534109817,0.36272878535773706,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M4,SHARED_UQ_AC,T2,100000,3,136.82105263157894,0.0,110.22105263157896,1.4210854715202004e-14,6.673684210526315,8.881784197001252e-16,20.178947368421053,0.0,0.31666666666666665,0.0,205.0,0.0,331.5966666666667,0.0,318.20000000000005,0.0,0.9700813878964315,1.1102230246251565e-16,0.24690425021577,0.0,0.036605657237936774,0.36272878535773706,0.09816971713810314,0.018302828618968387,0.12312811980033278,0.36106489184692175,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M4,SHARED_UQ_AC,T2,150000,3,214.41520467836258,0.0,187.97076023391813,0.0,6.777777777777778,0.0,19.86549707602339,0.0,0.57,0.0,129.0,0.0,285.32,0.0,367.0,0.0,0.9225621207081461,0.0,0.29946555755102694,0.0,0.004991680532445923,0.11148086522462562,0.09484193011647253,0.024958402662229612,0.2628951747088186,0.5008319467554077,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M4,SHARED_UQ_AC,T2,200000,3,221.08666666666667,0.0,194.12,0.0,6.906666666666666,0.0,20.333333333333332,0.0,0.5,0.0,150.0,0.0,309.5566666666667,0.0,432.59999999999997,0.0,0.895226808445864,0.0,0.33051362871727014,0.0,0.03161397670549085,0.06988352745424292,0.15474209650582363,0.04658901830282861,0.2795341098169717,0.4176372712146423,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M4,SHARED_UQ_AC,T2,250000,3,136.5035460992908,0.0,108.76595744680851,0.0,7.1489361702127665,8.881784197001252e-16,20.98581560283688,0.0,0.47,0.0,159.0,0.0,282.63666666666666,0.0,344.0,0.0,0.8562392907425537,0.0,0.37434801089882647,5.551115123125783e-17,0.22628951747088186,0.2129783693843594,0.056572379367720464,0.1048252911813644,0.2529118136439268,0.1464226289517471,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M4,SHARED_UQ_AC,T2,300000,3,93.52845528455286,1.4210854715202004e-14,65.27642276422765,0.0,7.447154471544716,8.881784197001252e-16,21.276422764227643,0.0,0.41,0.0,177.0,0.0,286.2133333333333,0.0,293.79999999999995,0.0,0.8463904763594785,0.0,0.38561343916144825,0.0,0.26788685524126454,0.173044925124792,0.03826955074875208,0.1314475873544093,0.24126455906821964,0.1480865224625624,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M4,SHARED_UQ_AC,T2,350000,3,104.14285714285715,1.4210854715202004e-14,75.88198757763975,0.0,7.583850931677019,0.0,21.111801242236027,0.0,0.5366666666666666,0.0,139.0,0.0,244.39666666666668,0.0,282.0,0.0,0.7997596604907994,1.1102230246251565e-16,0.4275196156466066,5.551115123125783e-17,0.036605657237936774,0.30782029950083195,0.08153078202995008,0.15640599001663893,0.2878535773710483,0.129783693843594,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M4,SHARED_UQ_AC,T2,400000,3,79.81343283582089,0.0,51.365671641791046,0.0,7.492537313432837,8.881784197001252e-16,21.417910447761198,3.552713678800501e-15,0.4466666666666666,5.551115123125783e-17,166.0,0.0,267.25,0.0,211.00000000000009,2.842170943040401e-14,0.7791989297858392,1.1102230246251565e-16,0.4544173875287448,0.0,0.04159733777038269,0.43094841930116473,0.044925124792013306,0.1497504159733777,0.22462562396006655,0.10815307820299501,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M4,SHARED_UQ_AC,T2,450000,3,92.66447368421052,0.0,64.48026315789474,0.0,7.5,0.0,21.105263157894736,0.0,0.5066666666666667,0.0,148.0,0.0,244.65333333333334,0.0,261.60000000000014,0.0,0.7793142755094956,0.0,0.4478374472176176,0.0,0.04825291181364392,0.38602329450915135,0.064891846921797,0.16971713810316139,0.2129783693843594,0.11813643926788686,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M4,SHARED_UQ_AC,T2,500000,3,96.0693641618497,0.0,68.0693641618497,0.0,7.364161849710983,0.0,21.057803468208093,0.0,0.5766666666666667,0.0,127.0,0.0,219.00333333333333,0.0,239.0,0.0,0.780451308497781,0.0,0.4440705307361092,0.0,0.04159733777038269,0.33444259567387685,0.09484193011647253,0.18469217970049914,0.23627287853577372,0.10815307820299501,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M4,SHARED_UQ_AC,T2,550000,3,93.9144385026738,0.0,65.67379679144385,0.0,7.4171122994652405,0.0,21.181818181818183,0.0,0.6233333333333333,0.0,113.0,0.0,204.98,0.0,239.4,0.0,0.8219246178022074,0.0,0.3864189660340895,0.0,0.33610648918469216,0.1314475873544093,0.07653910149750416,0.1963394342762063,0.16971713810316139,0.08985024958402661,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M4,SHARED_UQ_AC,T2,600000,3,83.74725274725274,0.0,55.335164835164825,7.105427357601002e-15,7.472527472527472,8.881784197001252e-16,21.21978021978022,0.0,0.6066666666666667,0.0,118.0,0.0,202.25,0.0,205.80000000000004,2.842170943040401e-14,0.8038000621274625,1.1102230246251565e-16,0.4060037754686819,0.0,0.07321131447587355,0.3527454242928452,0.05490848585690516,0.15474209650582363,0.24625623960066556,0.11813643926788686,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M4,SHARED_UQ_AC,T2,650000,3,83.67676767676768,0.0,55.19191919191919,0.0,7.51010101010101,0.0,21.242424242424242,0.0,0.66,0.0,102.0,0.0,186.80333333333337,2.842170943040401e-14,214.30000000000004,2.842170943040401e-14,0.8109767196221865,0.0,0.4000168562480891,5.551115123125783e-17,0.09151414309484192,0.14309484193011648,0.10149750415973376,0.15141430948419302,0.18469217970049914,0.3277870216306156,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M4,SHARED_UQ_AC,T2,700000,3,70.31052631578947,0.0,41.32631578947368,0.0,7.663157894736842,0.0,21.48421052631579,0.0,0.6333333333333333,0.0,110.0,0.0,186.27333333333334,0.0,146.29999999999998,0.0,0.8335695238714497,0.0,0.38208299543020524,5.551115123125783e-17,0.07653910149750416,0.15973377703826955,0.0632279534109817,0.1264559068219634,0.502495840266223,0.07154742096505824,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M4,SHARED_UQ_AC,T2,750000,3,76.234375,0.0,47.421875,0.0,7.640625,0.0,21.3125,0.0,0.64,0.0,108.0,0.0,184.82666666666668,2.842170943040401e-14,150.70000000000002,0.0,0.810702619492674,0.0,0.4033331512760204,0.0,0.08153078202995008,0.5041597337770383,0.06821963394342762,0.13643926788685523,0.129783693843594,0.07986688851913477,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M4,SHARED_UQ_AC,T2,800000,3,88.81531531531532,0.0,59.693693693693696,0.0,7.806306306306307,0.0,21.43243243243243,0.0,0.7399999999999999,1.1102230246251565e-16,78.0,0.0,163.88333333333333,0.0,147.8,0.0,0.7787966317050422,0.0,0.4363824318778297,5.551115123125783e-17,0.12479201331114809,0.15307820299500832,0.06821963394342762,0.19134775374376037,0.16139767054908485,0.3011647254575707,nan,nan,nan,nan,nan,nan,,nan,nan
