stage,method,method_name,topology,train_step,n_eval_seeds,ATT_mean,ATT_std,AWT_mean,AWT_std,AGT_access_mean,AGT_access_std,AFT_mean,AFT_std,completion_rate_mean,completion_rate_std,backlog_mean,backlog_std,system_person_minutes_per_passenger_mean,system_person_minutes_per_passenger_std,travel_p90_mean,travel_p90_std,policy_entropy_normalized_mean,policy_entropy_normalized_std,mean_policy_max_prob_mean,mean_policy_max_prob_std,action_0_share_mean,action_1_share_mean,SPF_Jsys_per_passenger,gap_vs_SPF_pct,STTF_Jsys_per_passenger,gap_vs_STTF_pct,QTTI2_Jsys_per_passenger,gap_vs_QTTI2_pct,best_rule_name,best_rule_Jsys_per_passenger,gap_vs_best_rule_pct
E5,M4,SHARED_UQ_AC,T2,50000,3,201.2240663900415,0.0,175.38174273858922,0.0,6.448132780082989,8.881784197001252e-16,19.497925311203318,0.0,0.8033333333333333,0.0,59.0,0.0,226.86333333333334,0.0,324.0,0.0,0.9790654299709548,0.0,0.5719044471342433,0.0,0.09317803660565722,0.9068219633943427,nan,nan,nan,nan,nan,nan,,nan,nan
E5,M4,SHARED_UQ_AC,T2,100000,3,196.01249999999996,2.842170943040401e-14,169.975,0.0,6.587500000000001,8.881784197001252e-16,19.5,0.0,0.8000000000000002,1.1102230246251565e-16,60.0,0.0,224.1933333333333,2.842170943040401e-14,315.29999999999995,0.0,0.9403148342549074,0.0,0.6078523082066694,0.0,0.3777038269550748,0.6222961730449251,nan,nan,nan,nan,nan,nan,,nan,nan
E5,M4,SHARED_UQ_AC,T2,150000,3,195.24279835390948,0.0,168.98765432098764,0.0,6.703703703703703,0.0,19.5761316872428,0.0,0.81,0.0,57.0,0.0,223.57666666666668,2.842170943040401e-14,305.8,0.0,0.8675295338204223,0.0,0.6618464270764698,0.0,0.21963394342762063,0.7803660565723792,nan,nan,nan,nan,nan,nan,,nan,nan
E5,M4,SHARED_UQ_AC,T2,200000,3,192.8796680497925,2.842170943040401e-14,166.78008298755188,0.0,6.605809128630706,8.881784197001252e-16,19.497925311203318,0.0,0.8033333333333333,0.0,59.0,0.0,223.46333333333334,0.0,307.0,0.0,0.8508407542243944,1.1102230246251565e-16,0.6720900636742794,0.0,0.28452579034941766,0.7154742096505823,nan,nan,nan,nan,nan,nan,,nan,nan
E5,M4,SHARED_UQ_AC,T2,250000,3,197.725,0.0,171.6,0.0,6.675,0.0,19.5,0.0,0.8000000000000002,1.1102230246251565e-16,60.0,0.0,224.4333333333333,2.842170943040401e-14,321.1,0.0,0.7284690528833165,1.1102230246251565e-16,0.7391733177093024,0.0,0.1996672212978369,0.8003327787021629,nan,nan,nan,nan,nan,nan,,nan,nan
E5,M4,SHARED_UQ_AC,T2,300000,3,194.72199170124478,2.842170943040401e-14,168.50622406639005,0.0,6.721991701244813,0.0,19.497925311203318,0.0,0.8033333333333333,0.0,59.0,0.0,223.46333333333334,0.0,316.0,0.0,0.6909799880201112,1.1102230246251565e-16,0.7639400472061805,0.0,0.2146422628951747,0.7853577371048251,nan,nan,nan,nan,nan,nan,,nan,nan
E5,M4,SHARED_UQ_AC,T2,350000,3,193.48547717842322,0.0,167.4896265560166,0.0,6.50207468879668,8.881784197001252e-16,19.497925311203318,0.0,0.8033333333333333,0.0,59.0,0.0,223.46333333333334,0.0,312.0,0.0,0.6446994939603087,0.0,0.7874079919892817,0.0,0.27121464226289516,0.7287853577371047,nan,nan,nan,nan,nan,nan,,nan,nan
E5,M4,SHARED_UQ_AC,T2,400000,3,197.1203319502075,2.842170943040401e-14,171.17427385892117,0.0,6.456431535269711,8.881784197001252e-16,19.497925311203318,0.0,0.8033333333333333,0.0,59.0,0.0,223.26333333333332,0.0,321.0,0.0,0.5876830021080192,0.0,0.8064171653023972,0.0,0.1713810316139767,0.8286189683860233,nan,nan,nan,nan,nan,nan,,nan,nan
E5,M4,SHARED_UQ_AC,T2,450000,3,196.7842323651452,2.842170943040401e-14,170.78008298755188,0.0,6.510373443983402,8.881784197001252e-16,19.497925311203318,0.0,0.8033333333333333,0.0,59.0,0.0,223.46333333333334,0.0,319.0,0.0,0.5642433628722735,0.0,0.821789949686079,0.0,0.27121464226289516,0.7287853577371047,nan,nan,nan,nan,nan,nan,,nan,nan
E5,M4,SHARED_UQ_AC,T2,500000,3,197.28333333333333,0.0,171.2875,0.0,6.537499999999999,8.881784197001252e-16,19.5,0.0,0.8000000000000002,1.1102230246251565e-16,60.0,0.0,223.93999999999997,2.842170943040401e-14,322.1,0.0,0.538150098014304,0.0,0.8314411659010635,0.0,0.2928452579034942,0.7071547420965058,nan,nan,nan,nan,nan,nan,,nan,nan
