#{"t_start": 1789949811.4337032, "env_id": "None"}
r,l,t
-37133.034334,601,10.837462
-38322.21282,601,15.233745
-35439.271364,601,25.489307
-38838.453945,601,41.923671
-37642.039966,601,64.451737
-41643.973578,601,82.347822
-37096.686149,601,104.6172
-36829.485063,601,121.266663
-40284.246659,601,143.582263
-39379.979013,601,161.444183
-37920.092512,601,183.756695
-38683.231211,601,200.630896
-41828.880798,601,223.398688
-40659.201045,601,241.40005
-39500.839049,601,263.592402
-44698.856151,601,280.551266
-41206.234314,601,297.367148
-46212.374563,601,320.180693
-45438.957125,601,339.236216
-43629.5253,601,362.36135
-42056.137152,601,380.230275
-43436.677754,601,403.6079
-41360.514297,601,423.058275
-43735.90315,601,445.42546
-42619.719531,601,461.932746
-42848.282758,601,484.208272
-44119.519963,601,502.582271
-42686.719112,601,524.975026
-43795.179812,601,541.742019
-41995.640972,601,564.133452
-40699.703043,601,582.32188
-42633.267614,601,604.336438
-41534.316138,601,621.007415
-39697.02346,601,637.622546
-43470.533284,601,660.394762
-40851.700234,601,678.654213
-42271.781012,601,701.366052
-41418.563166,601,718.071208
-42690.403201,601,740.616448
-41870.259661,601,759.104732
-39873.891494,601,781.628752
-40067.647794,601,798.607404
-39124.694545,601,822.024201
-40387.125187,601,841.433489
-40892.135515,601,864.959598
-41092.406456,601,882.821211
-40298.159297,601,906.608752
-42332.034287,601,925.243686
-41814.687989,601,947.68795
-40501.68888,601,964.19234
-39770.648407,601,980.752818
-40247.570316,601,1004.998522
-39080.328153,601,1021.930967
-39858.325628,601,1044.310997
-40787.025195,601,1060.808037
-43407.565171,601,1083.082934
-43110.107204,601,1101.356979
-41865.172204,601,1123.688724
-41649.515733,601,1140.396539
-39308.314927,601,1163.034219
-40021.654014,601,1181.976315
-40751.003407,601,1204.588135
-40825.274397,601,1221.636075
-41095.716651,601,1244.336635
-39422.541433,601,1263.308256
-40403.412998,601,1281.011672
-39703.869384,601,1304.694348
-39660.474134,601,1322.958539
-38816.797172,601,1348.085244
-39917.992012,601,1366.074205
-39789.816144,601,1389.417942
-39088.889288,601,1406.27436
-39456.270111,601,1430.375769
-39027.775871,601,1447.986367
-40110.478591,601,1470.519397
-39941.7532,601,1487.379832
-39456.964159,601,1510.098494
-40481.950367,601,1528.882998
-39379.84543,601,1551.357036
-39117.008576,601,1568.120621
-40411.848001,601,1590.515663
-39858.087768,601,1609.11893
-39751.325242,601,1625.837762
-38390.074482,601,1648.603862
-39561.896676,601,1665.575781
