#{"t_start": 1789949813.48939, "env_id": "None"}
r,l,t
-36913.609079,601,8.781775
-37276.519262,601,13.178059
-36460.580161,601,23.43362
-40984.504696,601,39.867984
-35998.961832,601,62.397046
-37724.392107,601,80.292136
-37851.596864,601,102.563521
-37813.945565,601,119.212975
-38510.910736,601,141.526576
-39819.051743,601,159.388497
-39676.253526,601,181.700002
-42160.082,601,198.577219
-40203.470894,601,221.343002
-44044.071525,601,239.344363
-39160.463652,601,261.536716
-47209.301884,601,278.49558
-44416.25538,601,295.311461
-43346.586454,601,318.125006
-44700.966946,601,337.180529
-42714.374376,601,360.305663
-39598.616698,601,378.175401
-41763.149058,601,401.552213
-40903.426861,601,421.002588
-41174.594837,601,443.370775
-41782.512193,601,459.87706
-40906.408785,601,482.152585
-44853.972513,601,500.527584
-42842.678476,601,522.919339
-43482.869289,601,539.687335
-43193.023157,601,562.077766
-42844.070053,601,580.266194
-42898.911479,601,602.280752
-42974.821061,601,618.950733
-41328.570649,601,635.56686
-42663.335297,601,658.338076
-42432.985188,601,676.598526
-42838.571067,601,699.311365
-40315.209171,601,716.016521
-40670.670286,601,738.560761
-40975.11155,601,757.049045
-40774.378096,601,779.573066
-42875.536112,601,796.551717
-40311.738305,601,819.969513
-40522.481939,601,839.378805
-41054.670896,601,862.903911
-39196.548646,601,880.765524
-40310.24092,601,904.552064
-39793.384931,601,923.189012
-39924.274033,601,945.633263
-40750.68916,601,962.136653
-41969.758318,601,978.698133
-39830.704917,601,1002.942836
-40285.786131,601,1019.875281
-39280.580488,601,1042.254337
-41398.16612,601,1058.75235
-40797.412508,601,1081.027247
-39644.842231,601,1099.301293
-38563.966546,601,1121.633038
-39026.254476,601,1138.339852
-39083.806999,601,1160.981537
-39916.979657,601,1179.920628
-39721.794807,601,1202.534524
-39820.21457,601,1219.581367
-40207.154554,601,1242.279953
-40095.884288,601,1261.252569
-39847.826227,601,1278.955985
-40358.660903,601,1302.638661
-39360.434886,601,1320.902852
-39352.043662,601,1346.029557
-39490.1401,601,1364.018519
-40182.717381,601,1387.361259
-39454.910839,601,1404.219676
-39926.809029,601,1428.320082
-39075.145749,601,1445.931598
-39416.949345,601,1468.464712
-38876.190707,601,1485.323153
-38538.500075,601,1508.045322
-39670.743601,601,1526.826315
-39898.431698,601,1549.301349
-39273.89354,601,1566.066828
-39081.240756,601,1588.460971
-39839.371452,601,1607.063243
-39084.328222,601,1623.782076
-39136.126889,601,1646.550175
-39255.136904,601,1663.521093
