sim_time,action,chosen_vid,score_v0,score_v1
1,0,0,4.0,9.0
2,1,1,8.0,4.0
3,0,0,8.0,21.33738861607821
4,1,1,11.0,1.0
5,0,0,10.0,21.83738861607821
6,0,0,9.0,20.837388616078208
7,0,0,10.0,19.837388616078208
8,0,0,8.0,18.83738861607821
9,0,0,5.0,17.837388616078208
10,0,0,7.0,16.837388616078208
11,0,0,9.0,15.83738861607821
12,0,0,5.0,14.837388616078211
13,0,0,10.0,13.837388616078213
14,0,0,9.0,12.837388616078215
15,0,0,9.0,11.837388616078215
16,0,0,6.0,8.0
17,1,1,11.5,9.837388616078218
18,1,1,9.5,7.0
19,1,1,10.666666666666666,5.0
20,1,1,9.0,3.0
21,0,0,8.666666666666666,12.0
22,0,0,8.0,11.0
23,0,0,8.0,11.0
24,0,0,7.0,12.0
25,0,0,10.0,23.901320611051826
26,0,0,7.0,22.901320611051826
27,0,0,6.0,21.901320611051826
28,0,0,8.0,20.901320611051826
29,0,0,6.0,19.90132061105183
30,0,0,7.0,18.901320611051826
31,0,0,11.0,17.901320611051823
32,0,0,6.0,16.901320611051826
33,0,0,9.25,15.901320611051828
34,0,0,9.0,14.901320611051828
35,0,0,11.0,13.90132061105183
36,0,0,8.0,12.901320611051831
37,0,0,9.25,11.901320611051833
38,0,0,9.0,10.901320611051833
39,0,0,9.0,9.901320611051835
40,0,0,6.0,8.0
41,1,1,8.0,7.0
42,1,1,7.0,5.0
43,0,0,5.25,8.0
44,0,0,7.0,7.0
45,1,1,7.0,4.0
46,1,1,9.0,7.5
47,0,0,8.0,9.0
48,0,0,6.0,10.0
49,1,1,10.0,7.0
50,0,0,8.0,27.513869441179597
51,0,0,6.0,26.513869441179597
52,0,0,8.0,25.513869441179597
53,0,0,8.0,24.513869441179594
54,0,0,10.0,23.513869441179597
55,0,0,4.0,22.513869441179597
56,0,0,10.0,21.513869441179594
57,0,0,7.0,20.513869441179594
58,0,0,6.0,19.513869441179594
59,0,0,9.0,18.513869441179597
60,0,0,8.0,17.5138694411796
61,0,0,6.0,16.5138694411796
62,0,0,4.0,15.513869441179601
63,0,0,7.0,14.513869441179603
64,0,0,8.0,13.513869441179605
65,0,0,11.5,12.513869441179605
66,0,0,10.0,11.513869441179606
67,0,0,9.0,10.513869441179608
68,0,0,5.833333333333333,6.0
69,1,1,10.0,3.0
70,1,1,9.25,5.0
71,0,0,8.25,10.5
72,0,0,8.0,8.5
73,0,0,4.833333333333333,10.5
74,0,0,8.0,24.331501698448697
75,0,0,8.25,23.3315016984487
76,0,0,9.0,22.331501698448697
77,0,0,7.0,21.331501698448697
78,0,0,10.0,20.331501698448697
79,0,0,7.0,19.3315016984487
80,0,0,11.0,18.331501698448697
81,0,0,8.0,17.331501698448697
82,0,0,7.0,16.331501698448697
83,0,0,9.25,15.331501698448701
84,0,0,9.5,14.331501698448701
85,0,0,8.0,13.331501698448703
86,0,0,7.0,12.331501698448704
87,0,0,7.5,11.331501698448706
88,1,1,10.5,10.331501698448708
89,0,0,9.5,11.831501698448708
90,1,1,9.75,7.0
91,0,0,8.0,8.0
92,1,1,8.0,7.0
93,1,1,10.0,7.831501698448713
94,1,1,10.0,2.0
95,0,0,8.0,11.0
96,0,0,6.0,13.0
97,0,0,5.0,13.0
98,0,0,5.0,26.86944027269062
99,0,0,8.0,25.869440272690618
100,0,0,7.0,24.869440272690618
101,0,0,9.0,23.869440272690618
102,0,0,10.0,22.86944027269062
103,0,0,7.0,21.869440272690618
