stage,method,method_name,topology,train_step,n_eval_seeds,ATT_mean,ATT_std,AWT_mean,AWT_std,AGT_access_mean,AGT_access_std,AFT_mean,AFT_std,completion_rate_mean,completion_rate_std,backlog_mean,backlog_std,system_person_minutes_per_passenger_mean,system_person_minutes_per_passenger_std,travel_p90_mean,travel_p90_std,policy_entropy_normalized_mean,policy_entropy_normalized_std,mean_policy_max_prob_mean,mean_policy_max_prob_std,action_0_share_mean,action_1_share_mean,action_2_share_mean,action_3_share_mean,action_4_share_mean,action_5_share_mean,SPF_Jsys_per_passenger,gap_vs_SPF_pct,STTF_Jsys_per_passenger,gap_vs_STTF_pct,QTTI2_Jsys_per_passenger,gap_vs_QTTI2_pct,best_rule_name,best_rule_Jsys_per_passenger,gap_vs_best_rule_pct
J0,M0,RESIDUAL,T2,50000,3,72.76190476190476,0.0,45.023809523809526,0.0,7.083333333333333,0.0,20.976190476190474,0.0,0.56,0.0,132.0,0.0,211.91666666666666,0.0,154.0,0.0,0.9951476327344299,0.0,0.19615894494060668,0.0,0.03494176372712146,0.07653910149750416,0.07321131447587355,0.04658901830282861,0.6123128119800333,0.15640599001663893,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M0,RESIDUAL,T2,100000,3,87.61111111111113,1.4210854715202004e-14,59.11616161616163,7.105427357601002e-15,7.611111111111111,0.0,21.262626262626263,0.0,0.66,0.0,102.0,0.0,191.69666666666663,2.842170943040401e-14,212.30000000000004,2.842170943040401e-14,0.9832800500452349,0.0,0.22325657003136126,0.0,0.3178036605657238,0.13810316139767054,0.08153078202995008,0.11480865224625623,0.2129783693843594,0.13477537437603992,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M0,RESIDUAL,T2,150000,3,92.18128654970762,1.4210854715202004e-14,63.994152046783626,0.0,7.502923976608187,0.0,21.128654970760234,0.0,0.57,0.0,129.0,0.0,223.47666666666666,0.0,228.0,0.0,0.9563271355588604,1.1102230246251565e-16,0.27035411175792906,0.0,0.05490848585690516,0.05324459234608985,0.06655574043261231,0.45757071547420963,0.22129783693843594,0.1464226289517471,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M0,RESIDUAL,T2,200000,3,80.17880794701986,0.0,51.87417218543046,0.0,7.377483443708609,0.0,21.43708609271523,0.0,0.5033333333333333,0.0,149.0,0.0,246.18999999999997,2.842170943040401e-14,225.0,0.0,0.9401284889018933,0.0,0.27829653746177274,0.0,0.043261231281198,0.0632279534109817,0.06821963394342762,0.405990016638935,0.30615640599001664,0.11314475873544093,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M0,RESIDUAL,T2,250000,3,82.82758620689656,0.0,54.5448275862069,0.0,7.372413793103449,0.0,21.455172413793104,0.0,0.48333333333333334,0.0,155.0,0.0,255.44999999999996,2.842170943040401e-14,238.19999999999996,2.842170943040401e-14,0.8952752759194055,0.0,0.3338253722710538,0.0,0.04658901830282861,0.38602329450915135,0.056572379367720464,0.0881863560732113,0.30615640599001664,0.11647254575707154,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M0,RESIDUAL,T2,300000,3,77.42763157894737,0.0,49.23026315789474,0.0,7.328947368421052,0.0,21.44736842105263,0.0,0.5066666666666667,0.0,148.0,0.0,243.01333333333332,0.0,212.60000000000002,0.0,0.8599525850876751,0.0,0.36226386719456133,0.0,0.06156405990016639,0.367720465890183,0.043261231281198,0.12146422628951747,0.2995008319467554,0.1064891846921797,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M0,RESIDUAL,T2,350000,3,74.63432835820896,0.0,46.32835820895522,0.0,7.440298507462686,0.0,21.417910447761198,3.552713678800501e-15,0.4466666666666666,5.551115123125783e-17,166.0,0.0,260.79333333333335,0.0,201.80000000000004,0.0,0.8328548526775381,0.0,0.3925418162256628,0.0,0.04658901830282861,0.08153078202995008,0.023294509151414306,0.08985024958402661,0.6422628951747088,0.11647254575707154,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M0,RESIDUAL,T2,400000,3,72.6319018404908,0.0,44.04907975460123,0.0,7.5705521472392645,8.881784197001252e-16,21.552147239263803,0.0,0.5433333333333333,0.0,137.0,0.0,223.15,0.0,200.0,0.0,0.813371780503901,0.0,0.4204261245426045,0.0,0.07986688851913477,0.086522462562396,0.026622296173044926,0.10981697171381032,0.6139767054908486,0.08319467554076539,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M0,RESIDUAL,T2,450000,3,87.5990099009901,0.0,58.87623762376237,7.105427357601002e-15,7.554455445544554,0.0,21.495049504950497,3.552713678800501e-15,0.6733333333333333,0.0,98.0,0.0,188.86,0.0,223.0,0.0,0.7969428410475375,1.1102230246251565e-16,0.4279708205017195,0.0,0.10316139767054909,0.11980033277870217,0.03494176372712146,0.3743760399334442,0.21797004991680533,0.1497504159733777,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M0,RESIDUAL,T2,500000,3,112.94491525423729,0.0,84.94915254237289,0.0,7.322033898305084,8.881784197001252e-16,21.0,0.0,0.7866666666666666,0.0,64.0,0.0,166.87333333333333,0.0,248.5,0.0,0.7455291020049392,0.0,0.4589637066183392,0.0,0.13976705490848584,0.09816971713810314,0.08319467554076539,0.22462562396006655,0.20465890183028287,0.24958402662229617,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M0,RESIDUAL,T2,550000,3,74.40506329113924,0.0,45.87341772151899,0.0,7.7405063291139244,0.0,21.329113924050635,0.0,0.5266666666666666,0.0,142.0,0.0,224.87333333333333,0.0,179.3000000000001,2.842170943040401e-14,0.7838313574975616,0.0,0.43516142847335676,0.0,0.0632279534109817,0.07154742096505824,0.028286189683860232,0.09650582362728784,0.6056572379367721,0.13477537437603992,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M0,RESIDUAL,T2,600000,3,74.35106382978724,0.0,46.037234042553195,0.0,7.462765957446808,0.0,21.340425531914892,0.0,0.6266666666666667,0.0,112.0,0.0,190.97,0.0,183.30000000000004,2.842170943040401e-14,0.7488920680853611,0.0,0.44636925216919177,0.0,0.08153078202995008,0.08485856905158069,0.03993344425956739,0.11980033277870217,0.5707154742096506,0.10316139767054909,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M0,RESIDUAL,T2,650000,3,75.93464052287581,0.0,47.470588235294116,0.0,7.614379084967321,8.881784197001252e-16,21.379084967320257,3.552713678800501e-15,0.51,0.0,147.0,0.0,232.25,0.0,208.80000000000004,2.842170943040401e-14,0.7607079921187716,0.0,0.45037668571495965,5.551115123125783e-17,0.051580698835274545,0.10149750415973376,0.026622296173044926,0.12312811980033278,0.5773710482529119,0.11980033277870217,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M0,RESIDUAL,T2,700000,3,85.3875,0.0,57.04375000000001,7.105427357601002e-15,7.575,0.0,21.275,0.0,0.5333333333333333,0.0,140.0,0.0,229.46,0.0,235.0,0.0,0.7245915252725088,0.0,0.48135273552774,5.551115123125783e-17,0.06655574043261231,0.10981697171381032,0.03826955074875208,0.12312811980033278,0.519134775374376,0.14309484193011648,nan,nan,nan,nan,nan,nan,,nan,nan
J0,M0,RESIDUAL,T2,750000,3,75.87837837837837,0.0,47.189189189189186,0.0,7.777027027027027,0.0,21.459459459459463,3.552713678800501e-15,0.49333333333333335,0.0,152.0,0.0,241.29666666666665,0.0,222.30000000000004,2.842170943040401e-14,0.7270011966549214,0.0,0.48651194217895305,5.551115123125783e-17,0.05490848585690516,0.4176372712146423,0.04658901830282861,0.11314475873544093,0.24126455906821964,0.1264559068219634,nan,nan,nan,nan,nan,nan,,nan,nan
