sim_time,action,chosen_vid,score_v0,score_v1
1,0,0,4.0,9.0
2,1,1,8.0,4.0
3,0,0,8.0,19.517427297995873
4,1,1,11.0,1.0
5,0,0,10.0,20.017427297995873
6,0,0,9.0,19.017427297995873
7,0,0,10.0,18.017427297995873
8,0,0,8.0,17.017427297995877
9,0,0,5.0,16.017427297995877
10,0,0,7.0,15.017427297995878
11,0,0,9.0,14.01742729799588
12,0,0,5.0,13.017427297995882
13,0,0,10.0,12.017427297995884
14,0,0,9.0,11.017427297995884
15,0,0,9.0,10.017427297995885
16,0,0,6.0,8.0
17,1,1,11.5,8.017427297995887
18,1,1,9.5,7.0
19,1,1,9.0,5.0
20,1,1,9.0,3.0
21,0,0,7.0,12.0
22,0,0,8.0,11.0
23,0,0,8.0,11.0
24,0,0,7.0,12.0
25,0,0,10.0,22.754659642743928
26,0,0,7.0,21.75465964274393
27,0,0,6.0,20.754659642743928
28,0,0,8.0,19.754659642743928
29,0,0,7.25,18.754659642743928
30,0,0,7.0,17.75465964274393
31,0,0,11.0,16.75465964274393
32,0,0,6.0,15.754659642743933
33,0,0,9.25,14.754659642743933
34,0,0,9.0,13.754659642743935
35,0,0,11.0,12.754659642743936
36,0,0,8.0,11.754659642743938
37,0,0,9.25,10.754659642743938
38,0,0,9.0,9.75465964274394
39,1,1,9.0,8.754659642743942
40,0,0,6.0,8.0
41,1,1,9.25,7.0
42,1,1,8.25,5.0
43,0,0,5.25,10.5
44,0,0,7.0,9.5
45,1,1,7.0,6.5
46,0,0,9.0,10.0
47,0,0,8.0,9.0
48,0,0,6.0,10.0
49,0,0,10.0,24.93410805838322
50,0,0,8.0,23.93410805838322
51,0,0,6.0,22.934108058383224
52,0,0,8.0,21.93410805838322
53,0,0,8.0,20.93410805838322
54,0,0,10.0,19.934108058383224
55,0,0,4.0,18.934108058383224
56,0,0,11.25,17.934108058383224
57,0,0,8.25,16.93410805838322
58,0,0,8.5,15.934108058383222
59,0,0,9.0,14.934108058383222
60,0,0,9.25,13.934108058383224
61,0,0,6.0,12.934108058383226
62,0,0,7.333333333333334,8.0
63,1,1,10.333333333333334,7.0
64,1,1,8.0,6.0
65,1,1,9.0,4.0
66,1,1,10.0,7.934108058383233
67,1,1,9.0,8.0
68,0,0,5.0,13.5
69,0,0,10.0,10.5
70,0,0,8.0,12.5
71,0,0,7.0,28.128973769314427
72,0,0,8.0,27.128973769314424
73,0,0,4.0,26.128973769314427
74,0,0,8.0,25.128973769314427
75,0,0,7.0,24.128973769314427
76,0,0,9.0,23.128973769314427
77,0,0,7.0,22.128973769314427
78,0,0,10.0,21.128973769314427
79,0,0,7.0,20.128973769314427
80,0,0,11.0,19.128973769314427
81,0,0,8.0,18.128973769314427
82,0,0,8.25,17.128973769314427
83,0,0,8.0,16.128973769314427
84,0,0,7.0,15.128973769314431
85,0,0,9.25,14.128973769314431
86,0,0,9.5,13.128973769314433
87,1,1,6.25,6.0
88,1,1,8.0,4.0
89,0,0,7.0,7.5
90,0,0,6.0,9.5
91,0,0,8.0,10.5
92,0,0,8.0,9.5
93,1,1,10.0,4.5
94,0,0,10.0,23.069172823005037
95,0,0,8.0,22.069172823005037
96,0,0,6.0,21.069172823005037
97,0,0,5.0,20.069172823005033
98,0,0,6.666666666666667,19.069172823005033
99,0,0,8.0,18.069172823005037
100,0,0,8.25,17.069172823005033
101,0,0,9.0,16.069172823005033
102,0,0,10.0,15.069172823005035
103,0,0,7.0,14.069172823005037
104,0,0,10.25,13.069172823005038
