milestone,model_num_timesteps,approx_kl,clip_fraction,entropy_loss,explained_variance,policy_gradient_loss,value_loss,learning_rate
50000,50000,0.016184725,0.068564453125,-0.6688332891464234,0.6773212552070618,-0.005760046020150185,0.020600684210658072,0.0004744
100000,100000,0.009996584,0.04638671875,-0.6431396394968033,0.953992486000061,-0.005110941079910844,0.008547434681095183,0.0004488
150000,150000,0.006491407,0.0424560546875,-0.5755247545242309,0.9778664708137512,-0.0037857626052573323,0.007459791996516287,0.0004104
200000,200000,0.0080381585,0.0499365234375,-0.5596621215343476,0.989416778087616,-0.004552431344054639,0.004020570241846144,0.00038480000000000003
250000,250000,0.008458389,0.0719873046875,-0.5524534618854523,0.9938539266586304,-0.006490894674789161,0.0022467305022291838,0.00034640000000000007
300000,300000,0.00708186,0.0447509765625,-0.5352360600233078,0.9958821535110474,-0.006010428557638079,0.001478231931105256,0.0003208
350000,350000,0.012860594,0.07759765625,-0.5358022058010101,0.995271623134613,-0.007696303026750684,0.0012492752249818296,0.0002824
400000,400000,0.011880498,0.06517578125,-0.5444304037094116,0.9950392842292786,-0.008215184181462973,0.0012319870525971054,0.0002568
450000,450000,0.0065247817,0.0482958984375,-0.5350226294994355,0.9954447746276855,-0.007895251214504241,0.0011884123284835368,0.0002312
500000,500000,0.009567864,0.0618212890625,-0.5172152268886566,0.9964993000030518,-0.00780718254391104,0.001091206893324852,0.00019280000000000002
550000,550000,0.012094264,0.0714404296875,-0.5214456188678741,0.9962531328201294,-0.008907489425037057,0.0009205270232632756,0.00016720000000000003
600000,600000,0.007126051,0.039931640625,-0.5072840061783791,0.9964244961738586,-0.007750347187975421,0.0008915626246016472,0.00012880000000000004
650000,650000,0.0066854656,0.0302001953125,-0.48054099798202515,0.9971747398376465,-0.00791580816730857,0.0007867556560086086,0.00010320000000000001
700000,700000,0.008702804,0.0365869140625,-0.4530640259385109,0.997005045413971,-0.008169680553255603,0.0007810883258935064,6.480000000000003e-05
750000,750000,0.0077639,0.0435546875,-0.43464510023593905,0.9970046281814575,-0.006565547809004784,0.0007850765116745606,3.920000000000001e-05
800000,800000,0.00053381594,0.0,-0.41824101239442824,0.9972892999649048,-0.0003868980624247342,0.0008268101955763996,8.000000000000229e-07
