sim_time,action,chosen_vid,score_v0,score_v1
1,0,0,4.0,9.0
2,1,1,8.0,4.0
3,0,0,8.0,25.179564515211105
4,1,1,11.0,1.0
5,0,0,10.0,33.179564515211105
6,0,0,9.0,15.036707372353966
7,0,0,10.0,17.846231181877776
8,0,0,8.0,12.401786737433333
9,0,0,5.0,11.179564515211112
10,0,0,7.0,10.179564515211114
11,0,0,9.0,9.179564515211116
12,0,0,5.0,7.0
13,1,1,10.0,7.179564515211117
14,1,1,9.0,7.179564515211118
15,1,1,9.0,7.179564515211119
16,0,0,6.0,8.0
17,1,1,9.0,3.0
18,0,0,7.0,7.0
19,1,1,9.0,5.0
20,1,1,9.0,3.0
21,0,0,7.0,7.0
22,1,1,8.0,6.0
23,1,1,8.0,6.0
24,0,0,7.0,7.0
25,1,1,10.0,2.0
26,0,0,7.0,15.0
27,0,0,6.0,15.0
28,0,0,8.0,14.0
29,0,0,6.0,16.0
30,0,0,7.0,15.0
31,0,0,11.0,11.0
32,0,0,6.0,18.0
33,0,0,8.0,14.0
34,0,0,9.0,14.0
35,0,0,11.0,11.0
36,0,0,8.0,16.0
37,0,0,8.0,15.0
38,0,0,9.0,13.0
39,0,0,9.0,13.0
40,0,0,6.0,18.0
41,0,0,8.0,17.0
42,0,0,7.0,15.0
43,0,0,4.0,18.0
44,1,1,27.0,17.0
45,1,1,27.0,14.0
46,0,0,29.0,35.0
47,1,1,38.0,34.0
48,1,1,26.0,25.0
49,0,0,40.0,42.0
50,1,1,38.0,30.0
51,0,0,36.0,38.0
52,1,1,118.0,34.0
53,1,1,118.0,41.0
54,1,1,120.0,37.0
55,1,1,114.0,89.0
56,1,1,120.0,42.0
57,1,1,117.0,107.0
58,0,0,116.0,117.0
59,1,1,129.0,103.21653836554783
60,1,1,128.0,127.0
61,0,0,126.0,136.0
62,0,0,124.0,138.0
63,1,1,147.0,137.0
64,0,0,148.0,206.0
65,0,0,159.0,194.0
66,0,0,170.0,192.0
67,0,0,179.0,203.0
68,0,0,155.0,206.0
69,0,0,200.0,203.0
70,0,0,198.0,205.0
71,0,0,207.0,208.0
72,1,1,228.0,206.0
73,0,0,194.0,218.0
74,1,1,238.0,214.0
75,1,1,237.0,226.0
76,1,1,239.0,184.8841573888727
77,1,1,237.0,203.8841573888727
78,0,0,199.8578295227074,202.8841573888727
79,0,0,198.8578295227074,211.8841573888727
80,1,1,217.8578295227074,200.8841573888727
81,0,0,216.8578295227074,219.8841573888727
82,1,1,225.8578295227074,218.8841573888727
83,1,1,224.8578295227074,217.8841573888727
84,0,0,223.8578295227074,238.16761902332485
85,0,0,232.8578295227074,238.16761902332485
86,1,1,241.8578295227074,238.16761902332485
87,0,0,230.8578295227074,248.16761902332485
88,1,1,249.8578295227074,248.16761902332485
89,0,0,248.8578295227074,258.16761902332485
90,0,0,257.8578295227074,258.16761902332485
91,0,0,141.8578295227074,258.16761902332485
92,0,0,102.52449618937406,258.16761902332485
93,0,0,104.85782952270739,258.16761902332485
94,0,0,107.19116285604073,258.16761902332485
95,0,0,106.19116285604073,236.0
96,0,0,101.85782952270739,238.0
97,1,1,302.4102597104441,31.0
98,1,1,322.4102597104441,29.818181818181817
99,1,1,332.4102597104441,28.833333333333336
100,1,1,332.4102597104441,29.727272727272727
101,1,1,309.0,28.0
102,1,1,300.0,118.21653836554783
103,1,1,287.0,28.666666666666668
104,1,1,289.0,30.0
105,1,1,288.0,30.636363636363633
106,1,1,287.0,33.0
107,1,1,287.0,31.0
