stage,method,method_name,topology,train_step,n_eval_seeds,ATT_mean,ATT_std,AWT_mean,AWT_std,AGT_access_mean,AGT_access_std,AFT_mean,AFT_std,completion_rate_mean,completion_rate_std,backlog_mean,backlog_std,system_person_minutes_per_passenger_mean,system_person_minutes_per_passenger_std,travel_p90_mean,travel_p90_std,policy_entropy_normalized_mean,policy_entropy_normalized_std,mean_policy_max_prob_mean,mean_policy_max_prob_std,action_0_share_mean,action_1_share_mean,action_2_share_mean,action_3_share_mean,action_4_share_mean,action_5_share_mean,SPF_Jsys_per_passenger,gap_vs_SPF_pct,STTF_Jsys_per_passenger,gap_vs_STTF_pct,QTTI2_Jsys_per_passenger,gap_vs_QTTI2_pct,best_rule_name,best_rule_Jsys_per_passenger,gap_vs_best_rule_pct
J3,M3,SHARED_AC,T2,50000,3,252.7307692307692,2.842170943040401e-14,227.7307692307692,2.842170943040401e-14,6.0,0.0,19.0,0.0,0.3466666666666667,0.0,196.0,0.0,346.91,0.0,449.3999999999999,5.684341886080802e-14,0.9861330153683957,1.1102230246251565e-16,0.21752842016109017,0.0,0.0,0.0,0.0,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,,nan,nan
J3,M3,SHARED_AC,T2,100000,3,252.7307692307692,2.842170943040401e-14,227.7307692307692,2.842170943040401e-14,6.0,0.0,19.0,0.0,0.3466666666666667,0.0,196.0,0.0,346.91,0.0,449.3999999999999,5.684341886080802e-14,0.9188404223901118,0.0,0.2899663349157959,0.0,0.0,0.0,0.0,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,,nan,nan
J3,M3,SHARED_AC,T2,150000,3,35.5,0.0,12.1,0.0,4.4,0.0,19.0,0.0,0.03333333333333333,0.0,290.0,0.0,430.48,0.0,37.4,0.0,0.914956906667104,0.0,0.26984089608002026,0.0,0.0,0.0,0.0,0.0,1.0,0.0,nan,nan,nan,nan,nan,nan,,nan,nan
J3,M3,SHARED_AC,T2,200000,3,35.5,0.0,12.1,0.0,4.4,0.0,19.0,0.0,0.03333333333333333,0.0,290.0,0.0,430.48,0.0,37.4,0.0,0.8855622222391144,0.0,0.2999678260573928,0.0,0.0,0.0,0.0,0.0,1.0,0.0,nan,nan,nan,nan,nan,nan,,nan,nan
J3,M3,SHARED_AC,T2,250000,3,35.5,0.0,12.1,0.0,4.4,0.0,19.0,0.0,0.03333333333333333,0.0,290.0,0.0,430.48,0.0,37.4,0.0,0.8933195307750723,0.0,0.3367699531965367,0.0,0.0,0.0,0.0,0.0,1.0,0.0,nan,nan,nan,nan,nan,nan,,nan,nan
J3,M3,SHARED_AC,T2,300000,3,35.5,0.0,12.1,0.0,4.4,0.0,19.0,0.0,0.03333333333333333,0.0,290.0,0.0,430.48,0.0,37.4,0.0,0.9039396833154453,0.0,0.3677812776529848,5.551115123125783e-17,0.0,0.0,0.0,0.0,1.0,0.0,nan,nan,nan,nan,nan,nan,,nan,nan
J3,M3,SHARED_AC,T2,350000,3,35.5,0.0,12.1,0.0,4.4,0.0,19.0,0.0,0.03333333333333333,0.0,290.0,0.0,430.48,0.0,37.4,0.0,0.8752507635424761,1.1102230246251565e-16,0.40286960191218907,0.0,0.0,0.0,0.0,0.0,1.0,0.0,nan,nan,nan,nan,nan,nan,,nan,nan
J3,M3,SHARED_AC,T2,400000,3,35.5,0.0,12.1,0.0,4.4,0.0,19.0,0.0,0.03333333333333333,0.0,290.0,0.0,430.48,0.0,37.4,0.0,0.8733816834567496,0.0,0.4097416222393016,5.551115123125783e-17,0.0,0.0,0.0,0.0,1.0,0.0,nan,nan,nan,nan,nan,nan,,nan,nan
J3,M3,SHARED_AC,T2,450000,3,35.5,0.0,12.1,0.0,4.4,0.0,19.0,0.0,0.03333333333333333,0.0,290.0,0.0,430.48,0.0,37.4,0.0,0.8932718678161189,0.0,0.3765081209866656,5.551115123125783e-17,0.0,0.0,0.0,0.0,1.0,0.0,nan,nan,nan,nan,nan,nan,,nan,nan
J3,M3,SHARED_AC,T2,500000,3,35.5,0.0,12.1,0.0,4.4,0.0,19.0,0.0,0.03333333333333333,0.0,290.0,0.0,430.48,0.0,37.4,0.0,0.8678641780493629,0.0,0.4085363826517654,0.0,0.0,0.0,0.0,0.0,1.0,0.0,nan,nan,nan,nan,nan,nan,,nan,nan
