milestone,model_num_timesteps,approx_kl,clip_fraction,entropy_loss,explained_variance,policy_gradient_loss,value_loss,learning_rate
50000,50000,0.011154156,0.0465234375,-0.6610622346401215,0.611466109752655,-0.004438064561691135,0.02003513967152685,0.0004744
100000,100000,0.01352811,0.06970703125,-0.6406186199188233,0.9626032710075378,-0.008290899437852203,0.005267941802740097,0.0004488
150000,150000,0.014196882,0.090009765625,-0.5825646603107453,0.9910337328910828,-0.012925415022764355,0.0030950883810874075,0.0004104
200000,200000,0.017197575,0.09236328125,-0.5258650732040405,0.9952996373176575,-0.015763013039249926,0.002375090335262939,0.00038480000000000003
250000,250000,0.013456449,0.10693359375,-0.4924312889575958,0.9955605864524841,-0.0171325373579748,0.0017114387301262468,0.00034640000000000007
300000,300000,0.013973286,0.0874560546875,-0.46314760982990266,0.9958587288856506,-0.01876827728934586,0.0015105479513294994,0.0003208
350000,350000,0.015322959,0.099716796875,-0.4175795245170593,0.9969016909599304,-0.01738838974153623,0.0012773716961964965,0.0002824
400000,400000,0.014392251,0.0854248046875,-0.40690960198640824,0.9967432618141174,-0.0168278241972439,0.0011215056176297367,0.0002568
450000,450000,0.013586792,0.083720703125,-0.39013453513383867,0.9972131848335266,-0.015260407439200208,0.0010334751062327995,0.0002312
500000,500000,0.012306722,0.08046875,-0.34883805871009826,0.9978490471839905,-0.014439231099095196,0.0009589648002292961,0.00019280000000000002
550000,550000,0.011517221,0.0664208984375,-0.3438663160800934,0.9975318312644958,-0.013770125105511398,0.0009552695840829983,0.00016720000000000003
600000,600000,0.008948623,0.056689453125,-0.3431388056278229,0.997580349445343,-0.012070100703276694,0.000981897214660421,0.00012880000000000004
650000,650000,0.009474215,0.0531103515625,-0.3330051681399345,0.9978322982788086,-0.012074002176523208,0.0008894570026313886,0.00010320000000000001
700000,700000,0.006000697,0.033740234375,-0.31724555909633634,0.9978293776512146,-0.009555670232512057,0.000882669182610698,6.480000000000003e-05
750000,750000,0.004618763,0.0249169921875,-0.32762944996356963,0.998088002204895,-0.007393708585295826,0.00082259202725254,3.920000000000001e-05
800000,800000,0.00066485803,3.41796875e-05,-0.318210089802742,0.998285710811615,-0.0007093476597219706,0.0008807561814319343,8.000000000000229e-07
