#{"t_start": 1789924192.3278632, "env_id": "None"}
r,l,t
-64122.44418,601,29.606506
-57699.55556,601,35.854197
-62726.999217,601,43.86272
-47890.068732,601,51.567602
-50876.726031,601,59.987838
-51234.134702,601,68.053577
-54163.917835,601,75.96937
-44591.195674,601,82.509294
-46283.616416,601,90.934137
-36329.539308,601,97.672205
-38492.689682,601,105.961434
-34673.472563,601,112.213385
-36850.503756,601,120.284637
-37484.65801,601,126.614749
-34672.211689,601,134.386967
-37697.898726,601,139.936469
-39158.717659,601,146.402941
-38967.024163,601,153.842945
-35981.973792,601,159.798362
-38678.169309,601,167.069954
-40777.322537,601,173.165811
-39523.220138,601,181.149687
-37992.253585,601,187.036299
-40405.064887,601,194.557394
-40398.570821,601,200.18162
-39709.811349,601,208.143515
-41903.918147,601,213.860791
-41442.731564,601,221.332894
-38977.034401,601,227.241413
-44732.342314,601,234.801965
-39228.902392,601,241.07992
-38478.287002,601,248.289754
-40795.837376,601,253.82854
-38062.324478,601,259.766317
-41676.306516,601,267.685879
-39608.886237,601,273.82957
-40168.283209,601,281.357922
-40946.975615,601,287.466468
-39483.420638,601,295.103017
-42714.798984,601,301.485676
-41461.885815,601,308.738559
-40828.146041,601,314.811496
-40909.161168,601,322.383359
-43751.978198,601,328.261235
-40277.399871,601,335.592922
-44170.704516,601,341.287053
-44251.549103,601,348.457783
-40107.825693,601,354.807886
-39199.719085,601,361.883769
-40156.370446,601,367.720687
-40002.971704,601,373.457939
-38526.751655,601,381.401461
-37108.988247,601,387.478034
-38494.054548,601,395.179822
-39050.338911,601,401.368188
-36895.917464,601,409.453576
-39993.753442,601,415.655273
-36361.866494,601,425.215975
-35776.224574,601,431.418455
-37050.331132,601,439.57436
-36533.368303,601,446.207426
-35986.753153,601,454.011304
-34590.630055,601,460.467748
-35052.040255,601,469.105629
-37064.533632,601,475.578813
-36935.991615,601,481.904197
-37624.427954,601,489.504562
-36811.513696,601,496.346304
-38394.155197,601,504.659347
-36987.672984,601,511.057654
-38540.795766,601,518.880636
-38320.997515,601,525.864902
-37921.661069,601,534.207381
-37315.595691,601,541.183611
-35571.992848,601,549.298545
-35009.186081,601,556.204919
-38051.840212,601,564.433374
-36476.308665,601,571.081678
-38105.96356,601,578.681571
-36208.230196,601,584.686543
-36437.337489,601,592.833473
-36110.615924,601,599.413477
-36515.711217,601,605.73331
-36160.267867,601,613.808944
-36546.668198,601,620.133407
