milestone,model_num_timesteps,approx_kl,clip_fraction,entropy_loss,explained_variance,policy_gradient_loss,value_loss,learning_rate
50000,50000,0.011749582,0.0517138671875,-1.7686198258399963,0.11172884702682495,-0.007679637817200273,0.047055477406829596,0.0004744
100000,100000,0.0146218715,0.091572265625,-1.7330516386032104,0.890744686126709,-0.011851969191338867,0.010582021460868419,0.0004488
150000,150000,0.013106057,0.1061572265625,-1.6721247911453248,0.972830593585968,-0.015313241411931813,0.0050453862315043806,0.0004104
200000,200000,0.015696067,0.110654296875,-1.6154148745536805,0.9855682253837585,-0.01815922774374485,0.0040343599952757355,0.00038480000000000003
250000,250000,0.017713742,0.1227099609375,-1.534828807115555,0.9883601665496826,-0.02043375519919209,0.003767099913675338,0.00034640000000000007
300000,300000,0.015939008,0.1218994140625,-1.530963876247406,0.990635097026825,-0.020803081921767445,0.002404454173520207,0.0003208
350000,350000,0.013709684,0.117021484375,-1.4733269381523133,0.9934137463569641,-0.020669169498141855,0.002591178633738309,0.0002824
400000,400000,0.014734427,0.1234521484375,-1.455753297805786,0.9938478469848633,-0.020881859832443297,0.002443708158098161,0.0002568
450000,450000,0.017211406,0.1121875,-1.431272315979004,0.9931909441947937,-0.018725075903348626,0.002280424772761762,0.0002312
500000,500000,0.017962063,0.1251513671875,-1.4218818354606628,0.9924735426902771,-0.01959016830427572,0.002432909971103072,0.00019280000000000002
550000,550000,0.018792052,0.1160595703125,-1.3936742925643921,0.9901762008666992,-0.018591341765131802,0.0020930604729801415,0.00016720000000000003
600000,600000,0.010957333,0.07865234375,-1.3282028603553773,0.9898691773414612,-0.01604806520976126,0.0017118692537769675,0.00012880000000000004
650000,650000,0.010748412,0.058232421875,-1.3333640348911286,0.9863653779029846,-0.01203545073280111,0.001623033699579537,0.00010320000000000001
700000,700000,0.010992455,0.0643994140625,-1.330794870853424,0.9830718636512756,-0.012307297515217214,0.0020166776911355556,6.480000000000003e-05
750000,750000,0.0117446575,0.056513671875,-1.304924694299698,0.9848333597183228,-0.010566064263693989,0.0018093333789147438,3.920000000000001e-05
800000,800000,0.00031375274,0.0,-1.3271276140213013,0.9757922887802124,-0.0004671912104822695,0.0017112414515577257,8.000000000000229e-07
