#{"t_start": 1789929788.9918203, "env_id": "None"}
r,l,t
-34558.378324,601,20.170022
-35317.739553,601,26.959947
-33245.538683,601,34.863585
-34125.153761,601,41.33798
-33471.241668,601,49.027484
-35424.122758,601,56.017808
-31468.128371,601,63.932234
-38383.135081,601,70.592736
-37817.936017,601,78.621819
-38210.224448,601,85.703731
-36617.076161,601,93.697212
-36004.037775,601,100.149659
-37135.200646,601,108.129317
-36506.847774,601,114.554757
-36504.763427,601,123.072546
-37200.400921,601,129.434659
-36604.874638,601,136.25585
-38760.984835,601,144.567255
-38154.103,601,152.404628
-38361.954418,601,160.902173
-39621.856288,601,167.69996
-38895.135854,601,175.875616
-40235.490995,601,182.930626
-37914.003164,601,190.798993
-38329.003972,601,197.278335
-38803.894327,601,205.290754
-40177.875012,601,212.721533
-38721.884387,601,220.53647
-41230.882752,601,226.932476
-40238.662952,601,234.786932
-39246.555789,601,241.277399
-39908.397882,601,250.058923
-38701.179077,601,256.095128
-39697.11582,601,262.519387
-41416.553126,601,270.385401
-40588.925738,601,277.349181
-39256.016811,601,285.418884
-39230.078106,601,291.97152
-40070.396525,601,300.127296
-39564.75783,601,306.957324
-38766.558144,601,314.993574
-39970.678708,601,321.037424
-39121.803036,601,328.670338
-38955.659184,601,335.449371
-40365.942295,601,343.35517
-39447.395697,601,349.648556
-38840.295987,601,357.942741
-38610.746419,601,364.082783
-39883.620451,601,372.558585
-38548.188162,601,378.469193
-39212.263265,601,384.528979
-37554.467315,601,392.131001
-39083.733832,601,399.637968
-38600.309214,601,407.7677
-39567.988547,601,414.451932
-39100.185443,601,422.32809
-40897.393727,601,428.896682
-40054.492333,601,436.84006
-39107.822581,601,443.224944
-38513.780291,601,451.022119
-39160.917253,601,458.14076
-40156.673617,601,465.759911
-39960.6613,601,471.983019
-39517.271608,601,480.047526
-39574.049633,601,486.276591
-39276.005691,601,493.319172
-39148.843362,601,500.909902
-39495.218931,601,507.224581
-38689.468226,601,514.867343
-40890.755336,601,521.635577
-40644.501398,601,529.468875
-39204.064562,601,535.892153
-40042.232148,601,544.051836
-39149.127205,601,551.249406
-40386.421086,601,559.106226
-39437.5886,601,565.419637
-39821.219341,601,573.618884
-39216.401598,601,581.085137
-39960.400532,601,589.86528
-39283.679851,601,596.358347
-39538.548594,601,604.308667
-40126.804471,601,610.47458
-38238.455078,601,617.374798
-39371.68499,601,625.378989
-39780.354143,601,631.68804
